pu,nuts2id,EU_id
20601,197,11245
20602,197,11246
20603,197,11247
20604,197,11248
20605,197,11249
20606,197,11250
20607,197,11251
20608,197,11252
20609,197,11253
20610,197,11254
20611,192,11255
20612,192,11256
20613,192,11257
20614,192,11258
20615,192,11259
20616,192,11260
20617,183,11261
20618,183,11262
20619,183,11263
20620,183,11264
20621,183,11265
20622,183,11266
20623,183,11267
20624,183,11268
20625,183,11269
20626,183,11270
20627,195,11271
20628,195,11272
20629,195,11273
20630,195,11274
20631,195,11275
20632,195,11276
20633,195,11277
20634,195,11278
20635,195,11279
20636,195,11280
20637,195,11281
20638,188,11282
20639,188,11283
20640,188,11284
20641,188,11285
20642,188,11286
20643,191,11287
20644,191,11288
20645,191,11289
20646,191,11290
20647,191,11291
20648,191,11292
20649,191,11293
20650,191,11294
20651,191,11295
20652,191,11296
20653,191,11297
20654,191,11298
20655,191,11299
20656,191,11300
20657,191,11301
20670,145,11302
20671,145,11303
20672,145,11304
20673,145,11305
20674,145,11306
20675,145,11307
20676,145,11308
20677,145,11309
20678,145,11310
20679,145,11311
20680,145,11312
20681,145,11313
20682,145,11314
20683,145,11315
20684,145,11316
20685,145,11317
20686,145,11318
20687,145,11319
20688,145,11320
20689,145,11321
20690,145,11322
20691,145,11323
20692,145,11324
20693,145,11325
20694,145,11326
20695,145,11327
20734,58,11328
20735,58,11329
20742,57,11330
20743,57,11331
20744,57,11332
20745,57,11333
20746,57,11334
20747,57,11335
20748,74,11336
20749,74,11337
20750,74,11338
20751,74,11339
20752,74,11340
20753,74,11341
20754,74,11342
20755,74,11343
20756,74,11344
20757,54,11345
20758,54,11346
20759,54,11347
20760,54,11348
20761,54,11349
20762,54,11350
20763,54,11351
20764,54,11352
20765,54,11353
20766,54,11354
20767,54,11355
20768,54,11356
20769,54,11357
20770,54,11358
20771,54,11359
20772,54,11360
20773,54,11361
20774,54,11362
20775,54,11363
20776,54,11364
20777,54,11365
20778,54,11366
20779,54,11367
20780,197,11368
20782,197,11369
20783,197,11370
20784,197,11371
20785,197,11372
20786,197,11373
20787,197,11374
20788,197,11375
20789,197,11376
20790,197,11377
20791,197,11378
20792,197,11379
20793,197,11380
20794,197,11381
20795,197,11382
20796,196,11383
20797,196,11384
20798,192,11385
20799,192,11386
20800,192,11387
20801,183,11388
20802,183,11389
20803,183,11390
20804,183,11391
20805,183,11392
20806,183,11393
20807,183,11394
20808,183,11395
20809,183,11396
20810,183,11397
20811,183,11398
20812,183,11399
20813,183,11400
20814,195,11401
20815,195,11402
20816,195,11403
20817,195,11404
20818,195,11405
20819,195,11406
20820,195,11407
20821,195,11408
20822,195,11409
20823,188,11410
20824,188,11411
20825,188,11412
20826,188,11413
20827,188,11414
20828,188,11415
20829,191,11416
20830,191,11417
20831,191,11418
20832,191,11419
20833,191,11420
20834,191,11421
20835,191,11422
20836,191,11423
20837,191,11424
20838,191,11425
20839,191,11426
20840,191,11427
20841,191,11428
20842,191,11429
20843,191,11430
20844,191,11431
20853,145,11432
20854,145,11433
20855,145,11434
20856,145,11435
20857,145,11436
20858,145,11437
20859,145,11438
20860,145,11439
20861,145,11440
20862,145,11441
20863,145,11442
20864,145,11443
20865,145,11444
20866,145,11445
20867,145,11446
20868,145,11447
20869,145,11448
20870,145,11449
20871,145,11450
20872,145,11451
20873,145,11452
20874,145,11453
20875,145,11454
20876,145,11455
20877,145,11456
20878,145,11457
20879,145,11458
20880,145,11459
20881,145,11460
20882,145,11461
20921,58,11462
20922,58,11463
20923,58,11464
20924,58,11465
20925,58,11466
20926,58,11467
20930,57,11468
20931,57,11469
20932,57,11470
20933,57,11471
20934,57,11472
20935,57,11473
20936,57,11474
20937,74,11475
20938,74,11476
20939,74,11477
20940,50,11478
20941,74,11479
20942,74,11480
20943,74,11481
20944,74,11482
20945,74,11483
20946,54,11484
20947,54,11485
20948,54,11486
20949,54,11487
20950,54,11488
20951,54,11489
20952,54,11490
20953,54,11491
20954,54,11492
20955,54,11493
20956,54,11494
20957,54,11495
20958,54,11496
20959,54,11497
20960,54,11498
20961,54,11499
20962,54,11500
20963,54,11501
20964,54,11502
20965,54,11503
20966,54,11504
20967,54,11505
20968,197,11506
20969,197,11507
20970,197,11508
20971,197,11509
20972,197,11510
20973,197,11511
20974,197,11512
20975,197,11513
20976,197,11514
20977,197,11515
20978,197,11516
20979,197,11517
20980,197,11518
20981,197,11519
20982,197,11520
20983,196,11521
20984,196,11522
20985,196,11523
20986,196,11524
20987,196,11525
20988,183,11526
20989,183,11527
20990,183,11528
20991,183,11529
20992,183,11530
20993,183,11531
20994,183,11532
20995,183,11533
20996,183,11534
20997,183,11535
20998,183,11536
20999,183,11537
21000,183,11538
21001,183,11539
21002,183,11540
21003,183,11541
21004,195,11542
21005,195,11543
21006,195,11544
21007,195,11545
21008,195,11546
21009,188,11547
21010,188,11548
21011,188,11549
21012,188,11550
21013,188,11551
21014,188,11552
21015,188,11553
21016,188,11554
21017,188,11555
21018,188,11556
21019,191,11557
21020,191,11558
21021,191,11559
21022,191,11560
21023,191,11561
21024,191,11562
21025,191,11563
21026,191,11564
21027,191,11565
21028,191,11566
21029,191,11567
21030,191,11568
21031,191,11569
21032,191,11570
21041,145,11571
21042,145,11572
21043,145,11573
21044,145,11574
21045,145,11575
21046,145,11576
21047,145,11577
21048,145,11578
21049,145,11579
21050,145,11580
21051,145,11581
21052,145,11582
21053,145,11583
21054,145,11584
21055,145,11585
21056,145,11586
21057,145,11587
21058,145,11588
21059,145,11589
21060,145,11590
21061,145,11591
21062,145,11592
21063,145,11593
21064,145,11594
21065,145,11595
21066,145,11596
21067,145,11597
21068,145,11598
21111,58,11599
21112,58,11600
21113,58,11601
21114,58,11602
21115,58,11603
21116,58,11604
21117,58,11605
21118,58,11606
21120,49,11607
21121,57,11608
21122,57,11609
21123,57,11610
21124,57,11611
21125,57,11612
21126,57,11613
21127,74,11614
21128,50,11615
21129,50,11616
21130,50,11617
21131,74,11618
21132,74,11619
21133,74,11620
21134,74,11621
21135,74,11622
21136,54,11623
21137,54,11624
21138,54,11625
21139,54,11626
21140,54,11627
21141,54,11628
21142,54,11629
21143,54,11630
21144,54,11631
21145,54,11632
21146,54,11633
21147,54,11634
21148,54,11635
21149,54,11636
21150,54,11637
21151,54,11638
21152,54,11639
21153,54,11640
21154,54,11641
21155,54,11642
21156,54,11643
21157,54,11644
21158,54,11645
21159,197,11646
21160,197,11647
21161,197,11648
21162,197,11649
21163,197,11650
21164,197,11651
21165,197,11652
21166,197,11653
21167,197,11654
21168,197,11655
21169,197,11656
21170,197,11657
21171,197,11658
21172,197,11659
21173,196,11660
21174,196,11661
21175,196,11662
21176,196,11663
21177,196,11664
21178,183,11665
21179,183,11666
21180,183,11667
21181,183,11668
21182,183,11669
21183,183,11670
21184,183,11671
21185,183,11672
21186,183,11673
21187,183,11674
21188,183,11675
21189,183,11676
21190,183,11677
21191,183,11678
21192,183,11679
21193,183,11680
21194,183,11681
21195,188,11682
21196,195,11683
21197,188,11684
21198,188,11685
21199,188,11686
21200,188,11687
21201,188,11688
21202,188,11689
21203,188,11690
21204,188,11691
21205,188,11692
21206,188,11693
21207,188,11694
21208,188,11695
21209,188,11696
21210,191,11697
21211,191,11698
21212,191,11699
21213,191,11700
21214,191,11701
21215,191,11702
21216,191,11703
21217,191,11704
21218,191,11705
21219,191,11706
21220,191,11707
21221,191,11708
21222,191,11709
21232,145,11710
21235,145,11711
21236,145,11712
21237,145,11713
21238,145,11714
21239,145,11715
21240,145,11716
21241,145,11717
21242,145,11718
21243,145,11719
21244,145,11720
21245,145,11721
21246,145,11722
21247,145,11723
21248,145,11724
21249,145,11725
21250,145,11726
21251,145,11727
21252,145,11728
21253,145,11729
21254,145,11730
21255,145,11731
21256,145,11732
21257,145,11733
21292,171,11734
21301,170,11735
21302,170,11736
21304,58,11737
21305,58,11738
21306,58,11739
21307,58,11740
21308,58,11741
21309,58,11742
21310,58,11743
21313,58,11744
21314,57,11745
21315,57,11746
21316,57,11747
21317,57,11748
21318,57,11749
21319,57,11750
21320,57,11751
21321,57,11752
21322,50,11753
21323,50,11754
21324,50,11755
21325,74,11756
21326,74,11757
21327,74,11758
21328,74,11759
21329,54,11760
21330,54,11761
21331,54,11762
21332,54,11763
21333,54,11764
21334,54,11765
21335,54,11766
21336,54,11767
21337,54,11768
21338,54,11769
21339,54,11770
21340,54,11771
21341,54,11772
21342,54,11773
21343,54,11774
21344,54,11775
21345,54,11776
21346,54,11777
21347,54,11778
21348,48,11779
21349,48,11780
21350,48,11781
21351,48,11782
21352,54,11783
21353,197,11784
21354,197,11785
21355,197,11786
21356,197,11787
21357,197,11788
21358,197,11789
21359,197,11790
21360,197,11791
21361,197,11792
21362,197,11793
21363,197,11794
21364,197,11795
21365,197,11796
21366,197,11797
21367,197,11798
21368,196,11799
21369,196,11800
21370,196,11801
21371,196,11802
21372,196,11803
21373,183,11804
21374,183,11805
21375,183,11806
21376,183,11807
21377,183,11808
21378,183,11809
21379,183,11810
21380,183,11811
21381,183,11812
21382,183,11813
21383,183,11814
21384,183,11815
21385,183,11816
21386,183,11817
21387,183,11818
21388,188,11819
21389,188,11820
21390,188,11821
21391,188,11822
21392,188,11823
21393,188,11824
21394,188,11825
21395,188,11826
21396,188,11827
21397,188,11828
21398,188,11829
21399,188,11830
21400,188,11831
21401,188,11832
21402,188,11833
21403,188,11834
21404,191,11835
21405,191,11836
21406,191,11837
21407,191,11838
21408,191,11839
21409,191,11840
21410,191,11841
21411,191,11842
21412,191,11843
21413,191,11844
21414,191,11845
21415,191,11846
21416,191,11847
21425,145,11848
21426,145,11849
21427,145,11850
21428,145,11851
21429,145,11852
21430,145,11853
21431,145,11854
21432,145,11855
21433,145,11856
21434,145,11857
21435,145,11858
21436,145,11859
21437,145,11860
21438,145,11861
21439,145,11862
21440,145,11863
21444,145,11864
21445,145,11865
21446,145,11866
21447,145,11867
21448,145,11868
21449,145,11869
21483,171,11870
21486,171,11871
21487,171,11872
21488,171,11873
21489,171,11874
21490,170,11875
21491,170,11876
21492,170,11877
21493,170,11878
21495,58,11879
21496,58,11880
21497,58,11881
21498,58,11882
21499,58,11883
21500,58,11884
21501,58,11885
21502,58,11886
21503,58,11887
21504,58,11888
21505,57,11889
21506,57,11890
21507,57,11891
21508,57,11892
21509,57,11893
21510,57,11894
21511,57,11895
21512,57,11896
21513,57,11897
21514,57,11898
21515,57,11899
21516,57,11900
21517,57,11901
21518,74,11902
21519,54,11903
21520,54,11904
21521,54,11905
21522,54,11906
21523,54,11907
21524,54,11908
21525,54,11909
21526,54,11910
21527,54,11911
21528,54,11912
21529,54,11913
21530,54,11914
21531,54,11915
21532,54,11916
21533,54,11917
21534,54,11918
21535,54,11919
21536,54,11920
21537,54,11921
21538,48,11922
21539,48,11923
21540,48,11924
21541,48,11925
21542,48,11926
21543,54,11927
21544,197,11928
21545,197,11929
21546,197,11930
21547,197,11931
21548,197,11932
21549,197,11933
21550,197,11934
21551,197,11935
21552,197,11936
21553,197,11937
21554,197,11938
21555,197,11939
21556,197,11940
21557,197,11941
21558,196,11942
21559,196,11943
21560,196,11944
21561,196,11945
21562,196,11946
21563,196,11947
21564,183,11948
21565,183,11949
21566,183,11950
21567,183,11951
21568,183,11952
21569,183,11953
21570,183,11954
21571,183,11955
21572,183,11956
21573,183,11957
21574,183,11958
21575,183,11959
21576,183,11960
21577,183,11961
21578,183,11962
21579,188,11963
21580,188,11964
21581,188,11965
21582,188,11966
21583,188,11967
21584,188,11968
21585,188,11969
21586,188,11970
21587,188,11971
21588,188,11972
21589,188,11973
21590,188,11974
21591,188,11975
21592,188,11976
21593,188,11977
21594,188,11978
21595,188,11979
21596,188,11980
21597,191,11981
21598,191,11982
21599,191,11983
21600,191,11984
21601,191,11985
21602,191,11986
21603,191,11987
21604,191,11988
21605,191,11989
21606,191,11990
21618,145,11991
21621,145,11992
21622,145,11993
21623,145,11994
21624,145,11995
21625,145,11996
21626,145,11997
21627,145,11998
21628,145,11999
21629,145,12000
21630,145,12001
21631,145,12002
21632,145,12003
21633,145,12004
21678,171,12005
21679,171,12006
21680,171,12007
21681,171,12008
21682,171,12009
21683,171,12010
21684,170,12011
21685,170,12012
21686,170,12013
21687,170,12014
21688,170,12015
21690,58,12016
21691,58,12017
21692,58,12018
21693,58,12019
21694,58,12020
21695,58,12021
21696,58,12022
21697,58,12023
21698,58,12024
21699,57,12025
21700,57,12026
21701,57,12027
21702,57,12028
21703,57,12029
21704,57,12030
21705,57,12031
21706,57,12032
21707,57,12033
21708,57,12034
21709,57,12035
21710,57,12036
21711,57,12037
21712,57,12038
21713,57,12039
21714,57,12040
21715,54,12041
21716,54,12042
21717,54,12043
21718,54,12044
21719,54,12045
21720,54,12046
21721,54,12047
21722,48,12048
21723,48,12049
21724,48,12050
21725,54,12051
21726,54,12052
21727,54,12053
21728,54,12054
21729,54,12055
21730,48,12056
21731,48,12057
21732,48,12058
21733,48,12059
21734,48,12060
21735,48,12061
21736,48,12062
21737,48,12063
21738,197,12064
21739,197,12065
21740,197,12066
21741,197,12067
21742,197,12068
21743,197,12069
21744,197,12070
21745,197,12071
21746,197,12072
21747,197,12073
21748,197,12074
21749,197,12075
21750,197,12076
21751,196,12077
21752,196,12078
21753,196,12079
21754,196,12080
21755,196,12081
21756,196,12082
21757,196,12083
21758,183,12084
21759,183,12085
21760,183,12086
21761,183,12087
21762,183,12088
21763,183,12089
21764,183,12090
21765,183,12091
21766,183,12092
21767,183,12093
21768,183,12094
21769,183,12095
21770,183,12096
21771,183,12097
21772,188,12098
21773,188,12099
21774,188,12100
21775,188,12101
21776,188,12102
21777,188,12103
21778,188,12104
21779,188,12105
21780,188,12106
21781,188,12107
21782,188,12108
21783,188,12109
21784,188,12110
21785,188,12111
21786,188,12112
21787,188,12113
21788,188,12114
21789,188,12115
21790,188,12116
21791,188,12117
21792,191,12118
21793,191,12119
21794,191,12120
21795,191,12121
21796,191,12122
21797,191,12123
21798,191,12124
21810,145,12125
21811,145,12126
21812,145,12127
21813,145,12128
21814,145,12129
21815,145,12130
21816,145,12131
21817,145,12132
21818,145,12133
21819,145,12134
21820,145,12135
21863,177,12136
21865,171,12137
21866,171,12138
21867,171,12139
21868,171,12140
21869,171,12141
21870,170,12142
21871,170,12143
21872,172,12144
21873,170,12145
21874,170,12146
21875,170,12147
21876,170,12148
21877,58,12149
21878,58,12150
21879,58,12151
21880,58,12152
21881,58,12153
21882,58,12154
21883,58,12155
21884,58,12156
21885,58,12157
21886,57,12158
21887,57,12159
21888,57,12160
21889,57,12161
21890,57,12162
21891,57,12163
21892,57,12164
21893,57,12165
21894,57,12166
21895,57,12167
21896,57,12168
21897,57,12169
21898,57,12170
21899,57,12171
21900,57,12172
21901,57,12173
21902,57,12174
21903,54,12175
21904,54,12176
21905,54,12177
21906,48,12178
21907,48,12179
21908,48,12180
21909,48,12181
21910,48,12182
21911,48,12183
21912,48,12184
21913,48,12185
21914,48,12186
21915,48,12187
21916,48,12188
21917,48,12189
21918,48,12190
21919,48,12191
21920,48,12192
21921,48,12193
21922,48,12194
21923,48,12195
21924,48,12196
21925,197,12197
21926,197,12198
21927,197,12199
21928,197,12200
21929,197,12201
21930,197,12202
21931,197,12203
21932,197,12204
21933,197,12205
21934,197,12206
21935,185,12207
21936,197,12208
21937,197,12209
21938,196,12210
21939,196,12211
21940,196,12212
21941,196,12213
21942,196,12214
21943,196,12215
21944,196,12216
21945,183,12217
21946,183,12218
21947,183,12219
21948,183,12220
21949,183,12221
21950,183,12222
21951,183,12223
21952,183,12224
21953,183,12225
21954,183,12226
21955,183,12227
21956,183,12228
21957,183,12229
21958,183,12230
21959,188,12231
21960,188,12232
21961,188,12233
21962,188,12234
21963,188,12235
21964,188,12236
21965,188,12237
21966,188,12238
21967,188,12239
21968,188,12240
21969,188,12241
21970,188,12242
21971,188,12243
21972,188,12244
21973,188,12245
21974,188,12246
21975,188,12247
21976,188,12248
21977,188,12249
21978,188,12250
21979,188,12251
21980,191,12252
21981,191,12253
21982,191,12254
21983,191,12255
21984,191,12256
21985,191,12257
21994,145,12258
21997,145,12259
21998,145,12260
21999,145,12261
22000,145,12262
22001,145,12263
22002,145,12264
22048,177,12265
22052,171,12266
22053,171,12267
22054,171,12268
22055,171,12269
22056,171,12270
22057,171,12271
22058,172,12272
22059,172,12273
22060,172,12274
22061,170,12275
22062,170,12276
22063,170,12277
22064,58,12278
22065,58,12279
22066,58,12280
22067,58,12281
22068,58,12282
22069,58,12283
22070,58,12284
22071,58,12285
22072,58,12286
22073,58,12287
22074,49,12288
22075,49,12289
22076,57,12290
22077,57,12291
22078,57,12292
22079,57,12293
22080,57,12294
22081,57,12295
22082,57,12296
22083,57,12297
22084,57,12298
22085,57,12299
22086,57,12300
22087,57,12301
22088,57,12302
22089,57,12303
22090,57,12304
22091,48,12305
22092,48,12306
22093,48,12307
22094,48,12308
22095,48,12309
22096,48,12310
22097,48,12311
22098,48,12312
22099,48,12313
22100,48,12314
22101,48,12315
22102,48,12316
22103,48,12317
22104,48,12318
22105,48,12319
22106,48,12320
22107,48,12321
22108,48,12322
22109,48,12323
22110,48,12324
22111,48,12325
22112,197,12326
22113,197,12327
22114,197,12328
22115,197,12329
22116,197,12330
22117,197,12331
22118,197,12332
22119,197,12333
22120,197,12334
22121,185,12335
22122,185,12336
22123,196,12337
22124,196,12338
22125,196,12339
22126,196,12340
22127,196,12341
22128,196,12342
22129,196,12343
22130,196,12344
22131,196,12345
22132,196,12346
22133,183,12347
22134,183,12348
22135,183,12349
22136,183,12350
22137,183,12351
22138,183,12352
22139,183,12353
22140,183,12354
22141,183,12355
22142,183,12356
22143,183,12357
22144,183,12358
22145,183,12359
22146,183,12360
22147,188,12361
22148,188,12362
22149,188,12363
22150,188,12364
22151,188,12365
22152,188,12366
22153,188,12367
22154,188,12368
22155,188,12369
22156,188,12370
22157,188,12371
22158,188,12372
22159,188,12373
22160,188,12374
22161,188,12375
22162,188,12376
22163,188,12377
22164,188,12378
22165,188,12379
22166,188,12380
22167,188,12381
22168,191,12382
22169,191,12383
22170,191,12384
22171,191,12385
22230,177,12386
22235,171,12387
22236,171,12388
22237,171,12389
22238,171,12390
22239,171,12391
22240,171,12392
22241,171,12393
22242,172,12394
22243,172,12395
22244,172,12396
22245,170,12397
22246,170,12398
22247,58,12399
22248,58,12400
22249,58,12401
22250,58,12402
22251,58,12403
22252,58,12404
22253,58,12405
22254,58,12406
22255,58,12407
22256,58,12408
22257,56,12409
22258,49,12410
22259,57,12411
22260,57,12412
22261,57,12413
22262,57,12414
22263,57,12415
22264,57,12416
22265,57,12417
22266,57,12418
22267,57,12419
22268,57,12420
22269,57,12421
22270,57,12422
22271,57,12423
22272,57,12424
22273,57,12425
22274,57,12426
22275,57,12427
22276,73,12428
22277,48,12429
22278,48,12430
22279,48,12431
22280,48,12432
22281,48,12433
22282,48,12434
22283,48,12435
22284,48,12436
22285,48,12437
22286,48,12438
22287,48,12439
22288,48,12440
22289,48,12441
22290,48,12442
22291,48,12443
22292,48,12444
22293,48,12445
22294,197,12446
22295,197,12447
22296,197,12448
22297,197,12449
22298,197,12450
22299,197,12451
22300,197,12452
22301,185,12453
22302,185,12454
22303,185,12455
22304,185,12456
22305,185,12457
22306,196,12458
22307,196,12459
22308,196,12460
22309,196,12461
22310,196,12462
22311,196,12463
22312,196,12464
22313,196,12465
22314,196,12466
22315,196,12467
22316,183,12468
22317,183,12469
22318,183,12470
22319,183,12471
22320,183,12472
22321,183,12473
22322,183,12474
22323,183,12475
22324,183,12476
22325,183,12477
22326,183,12478
22327,183,12479
22328,183,12480
22329,188,12481
22330,188,12482
22331,188,12483
22332,188,12484
22333,188,12485
22334,188,12486
22335,188,12487
22336,188,12488
22337,188,12489
22338,188,12490
22339,188,12491
22340,188,12492
22341,188,12493
22342,188,12494
22343,188,12495
22344,188,12496
22345,188,12497
22346,188,12498
22347,188,12499
22348,188,12500
22349,188,12501
22350,188,12502
22351,188,12503
22352,188,12504
22353,188,12505
22354,191,12506
22411,177,12507
22412,177,12508
22413,177,12509
22416,171,12510
22417,171,12511
22418,171,12512
22419,171,12513
22420,171,12514
22421,172,12515
22422,172,12516
22423,172,12517
22424,172,12518
22425,172,12519
22426,172,12520
22427,170,12521
22428,58,12522
22429,58,12523
22430,58,12524
22431,58,12525
22432,58,12526
22433,58,12527
22434,58,12528
22435,58,12529
22436,58,12530
22437,58,12531
22438,56,12532
22439,57,12533
22440,57,12534
22441,57,12535
22442,57,12536
22443,57,12537
22444,57,12538
22445,57,12539
22446,57,12540
22447,57,12541
22448,57,12542
22449,57,12543
22450,57,12544
22451,57,12545
22452,57,12546
22453,57,12547
22454,57,12548
22455,57,12549
22456,57,12550
22457,73,12551
22458,73,12552
22459,48,12553
22460,48,12554
22461,48,12555
22462,48,12556
22463,48,12557
22464,48,12558
22465,48,12559
22466,48,12560
22467,48,12561
22468,48,12562
22469,48,12563
22470,48,12564
22471,48,12565
22472,48,12566
22473,48,12567
22474,48,12568
22475,197,12569
22476,197,12570
22477,197,12571
22478,197,12572
22479,185,12573
22480,185,12574
22481,185,12575
22482,185,12576
22483,185,12577
22484,185,12578
22485,185,12579
22486,185,12580
22487,196,12581
22488,196,12582
22489,196,12583
22490,196,12584
22491,196,12585
22492,196,12586
22493,196,12587
22494,196,12588
22495,196,12589
22496,196,12590
22497,183,12591
22498,183,12592
22499,183,12593
22500,183,12594
22501,183,12595
22502,183,12596
22503,183,12597
22504,183,12598
22505,183,12599
22506,183,12600
22507,183,12601
22508,183,12602
22509,183,12603
22510,188,12604
22511,188,12605
22512,188,12606
22513,188,12607
22514,188,12608
22515,188,12609
22516,188,12610
22517,188,12611
22518,188,12612
22519,188,12613
22520,188,12614
22521,188,12615
22522,188,12616
22523,188,12617
22524,188,12618
22525,188,12619
22526,188,12620
22527,188,12621
22528,188,12622
22529,188,12623
22530,188,12624
22531,188,12625
22532,188,12626
22533,188,12627
22534,188,12628
22535,184,12629
22536,184,12630
22537,184,12631
22538,184,12632
22594,177,12633
22595,177,12634
22596,177,12635
22600,175,12636
22601,175,12637
22602,173,12638
22603,173,12639
22604,172,12640
22605,172,12641
22606,172,12642
22607,172,12643
22608,172,12644
22609,172,12645
22610,58,12646
22611,58,12647
22612,58,12648
22613,58,12649
22614,58,12650
22615,58,12651
22616,58,12652
22617,58,12653
22618,58,12654
22619,58,12655
22620,56,12656
22621,56,12657
22622,56,12658
22623,56,12659
22624,57,12660
22625,57,12661
22626,57,12662
22627,57,12663
22628,57,12664
22629,57,12665
22630,57,12666
22631,57,12667
22632,57,12668
22633,57,12669
22634,57,12670
22635,73,12671
22636,73,12672
22637,73,12673
22638,73,12674
22639,73,12675
22640,73,12676
22641,73,12677
22642,73,12678
22643,73,12679
22644,73,12680
22645,48,12681
22646,48,12682
22647,48,12683
22648,48,12684
22649,48,12685
22650,48,12686
22651,48,12687
22652,48,12688
22653,48,12689
22654,48,12690
22655,48,12691
22656,48,12692
22657,48,12693
22658,48,12694
22659,197,12695
22660,197,12696
22661,197,12697
22662,185,12698
22663,185,12699
22664,185,12700
22665,185,12701
22666,185,12702
22667,185,12703
22668,185,12704
22669,196,12705
22670,196,12706
22671,196,12707
22672,196,12708
22673,196,12709
22674,196,12710
22675,196,12711
22676,196,12712
22677,196,12713
22678,196,12714
22679,196,12715
22680,196,12716
22681,196,12717
22682,196,12718
22683,183,12719
22684,183,12720
22685,183,12721
22686,183,12722
22687,183,12723
22688,183,12724
22689,183,12725
22690,183,12726
22691,183,12727
22692,183,12728
22693,188,12729
22694,188,12730
22695,188,12731
22696,188,12732
22697,188,12733
22698,188,12734
22699,188,12735
22700,188,12736
22701,188,12737
22702,188,12738
22703,188,12739
22704,188,12740
22705,188,12741
22706,188,12742
22707,188,12743
22708,188,12744
22709,188,12745
22710,188,12746
22711,188,12747
22712,188,12748
22713,188,12749
22714,188,12750
22715,188,12751
22716,188,12752
22717,188,12753
22718,184,12754
22719,184,12755
22720,184,12756
22721,184,12757
22722,184,12758
22776,177,12759
22777,177,12760
22778,177,12761
22779,177,12762
22780,177,12763
22783,175,12764
22784,175,12765
22785,173,12766
22786,173,12767
22787,172,12768
22788,172,12769
22789,172,12770
22790,172,12771
22791,172,12772
22792,172,12773
22793,58,12774
22794,58,12775
22795,58,12776
22796,58,12777
22797,58,12778
22798,58,12779
22799,58,12780
22800,58,12781
22801,58,12782
22802,56,12783
22803,56,12784
22804,56,12785
22805,56,12786
22806,56,12787
22807,56,12788
22808,57,12789
22809,57,12790
22810,57,12791
22811,57,12792
22812,57,12793
22813,57,12794
22814,57,12795
22815,55,12796
22816,55,12797
22817,55,12798
22818,73,12799
22819,73,12800
22820,73,12801
22821,73,12802
22822,73,12803
22823,73,12804
22824,73,12805
22825,73,12806
22826,73,12807
22827,73,12808
22828,48,12809
22829,48,12810
22830,48,12811
22831,48,12812
22832,48,12813
22833,48,12814
22834,48,12815
22835,48,12816
22836,48,12817
22837,48,12818
22838,48,12819
22839,48,12820
22840,48,12821
22841,48,12822
22842,48,12823
22843,197,12824
22844,197,12825
22845,185,12826
22846,185,12827
22847,185,12828
22848,185,12829
22849,185,12830
22850,185,12831
22851,185,12832
22852,196,12833
22853,196,12834
22854,196,12835
22855,196,12836
22856,196,12837
22857,196,12838
22858,196,12839
22859,196,12840
22860,196,12841
22861,196,12842
22862,196,12843
22863,196,12844
22864,196,12845
22865,196,12846
22866,196,12847
22867,196,12848
22868,196,12849
22869,196,12850
22870,196,12851
22871,183,12852
22872,183,12853
22873,183,12854
22874,183,12855
22875,183,12856
22876,188,12857
22877,188,12858
22878,188,12859
22879,188,12860
22880,188,12861
22881,188,12862
22882,188,12863
22883,188,12864
22884,188,12865
22885,188,12866
22886,188,12867
22887,188,12868
22888,188,12869
22889,188,12870
22890,188,12871
22891,188,12872
22892,188,12873
22893,188,12874
22894,188,12875
22895,188,12876
22896,188,12877
22897,188,12878
22898,188,12879
22899,184,12880
22900,184,12881
22901,184,12882
22902,184,12883
22903,184,12884
22904,184,12885
22905,184,12886
22958,177,12887
22959,177,12888
22960,177,12889
22965,175,12890
22967,173,12891
22968,173,12892
22969,173,12893
22970,173,12894
22971,173,12895
22972,58,12896
22973,58,12897
22974,58,12898
22975,58,12899
22976,58,12900
22977,58,12901
22978,58,12902
22979,58,12903
22980,58,12904
22981,58,12905
22982,58,12906
22983,56,12907
22984,56,12908
22985,56,12909
22986,56,12910
22987,56,12911
22988,56,12912
22989,56,12913
22990,56,12914
22991,57,12915
22992,57,12916
22993,57,12917
22994,57,12918
22995,57,12919
22996,57,12920
22997,55,12921
22998,55,12922
22999,55,12923
23000,55,12924
23001,73,12925
23002,73,12926
23003,73,12927
23004,73,12928
23005,73,12929
23006,73,12930
23007,73,12931
23008,73,12932
23009,73,12933
23010,48,12934
23011,48,12935
23012,48,12936
23013,48,12937
23014,48,12938
23015,48,12939
23016,48,12940
23017,48,12941
23018,48,12942
23019,48,12943
23020,48,12944
23021,48,12945
23022,48,12946
23023,48,12947
23024,48,12948
23025,48,12949
23026,185,12950
23027,185,12951
23028,185,12952
23029,185,12953
23030,185,12954
23031,185,12955
23032,185,12956
23033,185,12957
23034,196,12958
23035,196,12959
23036,196,12960
23037,196,12961
23038,196,12962
23039,196,12963
23040,196,12964
23041,196,12965
23042,196,12966
23043,196,12967
23044,196,12968
23045,196,12969
23046,196,12970
23047,196,12971
23048,196,12972
23049,196,12973
23050,196,12974
23051,196,12975
23052,196,12976
23053,196,12977
23054,183,12978
23055,196,12979
23056,186,12980
23057,186,12981
23058,186,12982
23059,186,12983
23060,188,12984
23061,186,12985
23062,186,12986
23063,188,12987
23064,188,12988
23065,188,12989
23066,188,12990
23067,188,12991
23068,188,12992
