pu,diff
328,0.011591998336371034
329,0.009230826504790457
330,0.010071301308926195
331,0.012782615387550322
332,0.009177486503176624
333,0.013066834639175795
334,0.018868879233195912
335,0.020995540893636755
336,0.022004197337082587
337,0.020950779825553045
338,0.01467099713040898
339,0.01042962133968428
340,0.009994738691602945
341,0.005001983330658599
342,0.0022422776771053865
343,0.0021342687105061486
344,0.001985671231523156
345,0.007158382228226401
346,0.007901834351816461
347,0.010143368039280176
348,0.007927160797407962
349,0.010739531961007742
350,0.0049464128010217046
351,0.007608604151755571
352,0.0067458889935492206
353,0.014358318148879334
354,0.0049851915100589395
355,0.009166523115709424
356,0.008082840358838439
357,0.007069622428389266
358,0.010945045991320512
359,0.008188625325955101
360,0.008941138396039605
361,0.010000457521528006
362,0.012360354652628303
363,0.007321129359752709
364,0.00623981689568609
365,0.012837058744950447
366,0.010067742201499641
367,0.010442633229110876
368,0.011239119688980281
369,0.010003985320850006
370,0.01223278816905804
371,0.017915716860443354
372,0.019878560240613297
373,0.01404311095210864
374,0.017376632779631862
375,0.014638290101174789
376,0.016128683855640702
377,0.020761001243954524
378,0.018653859093319625
379,0.02016200228536036
380,0.01836271999309247
381,0.010747297434136271
382,0.0036460353621805552
383,0.008859796216711402
384,0.004770392605678353
385,0.008656469187826588
386,0.006968771413085051
387,0.008714579210650664
388,0.015490357298403978
389,0.018989529667570615
390,0.007498394097638084
391,0.00922957728193552
392,0.007085720542818308
393,0.00911319723679127
394,0.01318064951784037
395,0.007470890996046364
396,0.012944354166393168
397,0.00935019040480256
398,0.012256013229489326
399,0.014568665501428768
400,0.00871051423995095
401,0.004952640971168876
402,0.010377211066617598
403,0.015519633303862856
404,0.0031383605645708412
405,0.002733081444603158
406,0.007713415194302908
407,0.014734756201505661
408,0.010582976508885622
409,0.011106665013357997
410,0.011081453958468046
411,0.012795972637832165
412,0.0193517142906785
413,0.0219916460046079
414,0.01389912742706656
415,0.021496783941984177
416,0.015815177423064597
417,0.008780233678407967
418,0.022220417904350143
419,0.009719132222611893
420,0.009273576259147376
421,0.015238111847799662
422,0.015497558983042836
423,0.016210722162213642
424,0.02069170621689409
425,0.018995201966390596
426,0.016451947623863816
427,0.018475868622772396
428,0.01840361370705068
429,0.009473350772168487
430,0.005249539884971455
431,0.0066060046665370464
432,0.004778272472321987
433,0.003917003786682471
434,0.009215466678142548
435,0.012710281456908001
436,0.011138071509776637
437,0.028149376626496858
438,0.012571101156595321
439,0.008105806343558064
440,0.006875196295414998
441,0.006655749582932913
442,0.009245149318598322
443,0.008026244108577885
444,0.019819543696939945
445,0.01175401418004185
446,0.016610959835816175
447,0.00869825111294631
448,0.011458557673904579
449,0.008524208115204601
450,0.018452313903253637
451,0.018075755331665277
452,0.006748932530172169
453,0.0019241060799686238
454,0.014409283525310457
455,0.015319268684834242
456,0.018753022886812687
457,0.013526528957299888
458,0.013162348244804889
459,0.012341192457824945
460,0.017917027114890516
461,0.01367017761367606
462,0.012084631045581773
463,0.017801795154809952
464,0.00971742179535795
465,0.013703256146982312
466,0.013127117534168065
467,0.009437024259999038
468,0.012178621952012803
469,0.007252405979670584
470,0.01663573132827878
471,0.014241893775761127
472,0.013829512808309352
473,0.014830672262178268
474,0.015503976494073868
475,0.01714807123062201
476,0.015451649713213556
477,0.017623465981159825
478,0.01391871626219654
479,0.01796234113862738
480,0.006229131366126239
481,0.007038782627205364
482,0.006083238637074828
483,0.004968161694705486
484,0.003386390977539122
485,0.004502886258705985
486,0.012370166533956839
487,0.01371508948369704
488,0.015462882385691046
489,0.026364120167916782
490,0.011399219336453825
491,0.011631808592937887
492,0.013396979670449616
493,0.008268501971328224
494,0.012994626946237986
495,0.02264545828802511
496,0.015293948352336884
497,0.011746852553528697
498,0.009162882110103965
499,0.007498135440982878
500,0.0087791417605274091
501,0.01608799272798933
502,0.009610170574887889
503,0.010630819655489177
504,0.009128334095294122
505,0.010429485599161126
506,0.014975004363805056
507,0.028266882989555597
508,0.026597901057357376
509,0.023745548067381606
510,0.012067885632859543
511,0.014331261947518215
512,0.0113209025003016
513,0.010800916817970574
514,0.015624451218172908
515,0.008128785877488554
516,0.0067237895127618685
517,0.007798720442224294
518,0.00361068089841865
519,0.00774513314627967
520,0.00812506562215276
521,0.010005351039581112
522,0.010443006351124495
523,0.008212859463743838
524,0.009679557522758842
525,0.014481705802609213
526,0.012749193119816482
527,0.013934891147073358
528,0.014291480300016701
529,0.009761840774444863
530,0.005915534096459507
531,0.004692024813266471
532,0.0077164097456261516
533,0.004338037921115756
534,0.009489517193287611
535,0.004639801103621721
536,0.0036138142800155038
537,0.0084442647130345
538,0.002708910620937477
539,0.0023448749070527075
540,0.014297006812262647
541,0.009441287882509641
542,0.014041486036148854
543,0.013733145780861378
544,0.0074567783158271395
545,0.015150500941672362
546,0.018010428175330162
547,0.0116149946115911
548,0.018559577758423984
549,0.006328008254058659
550,0.01226741448044777
551,0.005484683555550873
552,0.008499577812472237
553,0.006160528009786503
554,0.010783153935335577
555,0.010494599118828773
556,0.011338653712300584
557,0.014373925514519215
558,0.019611406314652413
559,0.028069238396710716
560,0.01815314474515617
561,0.018303430639207363
562,0.02085861749947071
563,0.010702089522965252
564,0.013685869955224916
565,0.014708311528011109
566,0.009903361788019538
567,0.01306066766846925
568,0.00884761376073584
569,0.012992868998357388
570,0.009694420208688825
571,0.01259811653289944
572,0.009754959784913808
573,0.006172700112744844
574,0.008705933796591125
575,0.013764742179773748
576,0.012048674398101866
577,0.0082494262869659
578,0.009902349516778486
579,0.007414606992824702
580,0.0048355108592659235
581,0.003532343231199775
582,0.0034861934200307587
583,0.002366423315834254
584,0.010518266935832798
585,0.008330918906722218
586,0.004884304013103247
587,0.005889342166483402
588,0.004157512576057343
589,0.003754528188437689
590,0.015499065048061311
591,0.01317114313133061
592,0.01795123475312721
593,0.01783821175195044
594,0.015048900691908784
595,0.01573452923912555
596,0.02113474323414266
597,0.014205562780261971
598,0.013284481130540371
599,0.013627883046865463
600,0.016901297611184418
601,0.015614121948601678
602,0.013295253040269017
603,0.00944826565682888
604,0.010982568259350955
605,0.011223590787267312
606,0.01525123002647888
607,0.01521440502256155
608,0.01677022036164999
609,0.020132504403591156
610,0.011565780152523075
611,0.017841178458184004
612,0.015014406759291887
613,0.016608032980002463
614,0.012989497918169945
615,0.010849935206351802
616,0.014444459462538362
617,0.014466849970631301
618,0.006028378615155816
619,0.010224573430605233
620,0.012185208848677576
621,0.012217812683957163
622,0.014853531811240828
623,0.009267101414415224
624,0.006873221253044903
625,0.004739704378152965
626,0.007241781800985336
627,0.006722920159518253
628,0.007179047211138823
629,0.011578014207771048
630,0.0040982131904456764
631,0.00507633993527179
632,0.0040695442194191855
633,0.003669207915663719
634,0.004678494296967983
635,0.006358907325193286
636,0.004841513466089964
637,0.006806147750467062
638,0.004393109487864422
639,0.004801747732471995
640,0.015577035490423441
641,0.012972244992852211
642,0.01201726330236852
643,0.013071742454485502
644,0.01185574442934012
645,0.014325949452540954
646,0.017443213233491406
647,0.015347973167081363
648,0.0147561795160982
649,0.023235472734086215
650,0.01909675974820857
651,0.017762313211278524
652,0.01560017408337444
653,0.008990922709926963
654,0.012866392789874226
655,0.009391851890541147
656,0.014724926557391882
657,0.011844012275105342
658,0.01271735082042369
659,0.01341432005574461
660,0.020943622570484877
661,0.015947606996633112
662,0.01454661718889838
663,0.012544229623927095
664,0.01509702019393444
665,0.005955905775927417
666,0.0026252740499330685
667,0.007119500369299203
668,0.003174810961354524
669,0.007523613108787686
670,0.016128362098243088
671,0.014456154698564316
672,0.013291087356928522
673,0.011075055222342645
674,0.008812216110527515
675,0.005455117090605199
676,0.005693321116268635
677,0.008377318968996406
678,0.00634573248680681
679,0.004567208874505013
680,0.00459099339786917
681,0.0037763998843729496
682,0.0035329048987478018
683,0.005226511071668938
684,0.006838747563051584
685,0.005896573304198682
686,0.006047988892532885
687,0.009018167154863477
688,0.00645635167893488
689,0.022124215494841337
690,0.017695689341053367
691,0.021355435717850924
692,0.01381514163222164
693,0.010890854311583098
694,0.008723850452042825
695,0.00823006388016978
696,0.00911491509217166
697,0.015462753057363443
698,0.014294320135377347
699,0.018066117889247835
700,0.020546340965665877
701,0.01941341324709356
702,0.012119865044951439
703,0.010205281083472184
704,0.019199952017515898
705,0.018590481160629224
706,0.01275844254621461
707,0.016378072556108236
708,0.02239936508703977
709,0.01736196782439947
710,0.01792419605772011
711,0.017305003450019285
712,0.01926348935739952
713,0.013237962528364733
714,0.019254185433965176
715,0.007517268415540457
716,0.009555775788612664
717,0.006966917309910059
718,0.004390904820884445
719,0.0051918587705586106
720,0.0012626006127407496
721,0.004073662217706442
722,0.006084059728891589
723,0.01588898550835438
724,0.019598907652834896
725,0.020334007414049893
726,0.01352237502578646
727,0.009063025362053168
728,0.006417425058316439
729,0.005262246471829712
730,0.004152017812884878
731,0.006466936320066452
732,0.00883247796446085
733,0.007058436516672373
734,0.003996236337115988
735,0.003876555012539029
736,0.0026630029096850194
737,0.00680357822420774
738,0.009197274834150448
739,0.006487409409601241
740,0.008908262496333919
741,0.011727071436098413
742,0.005549447087105364
743,0.0036142267053946853
744,0.016964665264822543
745,0.01244271967880195
746,0.009053053901880048
747,0.015183071969659068
748,0.010552677587838843
749,0.008238187147071585
750,0.013414884466328658
751,0.00979371927678585
752,0.018217211589217186
753,0.012277452740818262
754,0.018600977025926113
755,0.018695723458222346
756,0.015207939461106434
757,0.020079697656910866
758,0.02056821994483471
759,0.014922874928743113
760,0.01335229906544555
761,0.02133128193236189
762,0.019272386260479113
763,0.016516916919499636
764,0.018317731271963567
765,0.014076090068556368
766,0.013022322789765894
767,0.018059556430671364
768,0.006673769326880574
769,0.004904963629087433
770,0.008419423281998739
771,0.00703373336000368
772,0.005508913251105696
773,0.004969672590959817
774,0.003294474740465181
775,0.004866348940595344
776,0.008609753684140742
777,0.01145724256275571
778,0.011701830409037939
779,0.016568617388657003
780,0.014983453511376865
781,0.009062776762220892
782,0.004539660413684032
783,0.00472010308294557
784,0.004146593295331513
785,0.009649123312556185
786,0.010176777839660645
787,0.008812847547233105
788,0.006245430267881602
789,0.004926629953899919
790,0.0036637801038068574
791,0.004224529780913144
792,0.009208373812725767
793,0.00823911496263463
794,0.007550983573310077
795,0.010004231793573126
796,0.0018927187556982972
797,0.013337995574602246
798,0.01772412413015445
799,0.013435492757707834
800,0.009045540576153144
801,0.014463989297837543
802,0.016758636138547445
803,0.012773618655046448
804,0.018061946801026352
805,0.00938356458209455
806,0.01422084029763937
807,0.01357544690836221
808,0.01435912330634892
809,0.01777588273398578
810,0.019256578176282346
811,0.022245109546929598
812,0.024455524486256763
813,0.015313262959352869
814,0.008976601471658796
815,0.01691594417206943
816,0.021646573892212473
817,0.017018221266818512
818,0.020074899308383465
819,0.013543015869800001
820,0.017420107120415196
821,0.017906901193782687
822,0.0015190253034234047
823,0.015363803133368492
824,0.009125168668106198
825,0.010505889658816159
826,0.01637311337981373
827,0.012817357026506215
828,0.009041018842253834
829,0.012266665768589924
830,0.010406234650872648
831,0.0061000500863883644
832,0.01679248833170277
833,0.015137615509047464
834,0.013076127767362777
835,0.013193279970437288
836,0.007520267041400075
837,0.005367124285385216
838,0.005417680949904025
839,0.00485890632853625
840,0.005734412759920815
841,0.004711682824563468
842,0.008017698474759527
843,0.006501189898699522
844,0.005671356513630599
845,0.00459790983984476
846,0.0035257472191005945
847,0.0063712941482663155
848,0.006394121443690892
849,0.007129785546567291
850,0.008046160568483174
851,0.010559052776443423
852,0.013683727360330522
853,0.015679209147492656
854,0.015129083749002348
855,0.015803673828486353
856,0.014741351886186749
857,0.009646668844652595
858,0.0171481121215038
859,0.014309978720120853
860,0.009629678446799517
861,0.011008127243258059
862,0.014055200343136676
863,0.01371413666583976
864,0.013526667942642234
865,0.015517214036663063
866,0.014153101306874305
867,0.015427341015310958
868,0.018309830098587554
869,0.019527706317603588
870,0.0181887352373451
871,0.018075006082654
872,0.019120582204777747
873,0.014771401300095022
874,0.015377991212517372
875,0.01854205853305757
876,0.00735582359629916
877,0.012261625695828116
878,0.007161902030929923
879,0.015187254803869621
880,0.015234293125104159
881,0.004998224496375769
882,0.011173560284078121
883,0.00946758877375542
884,0.013861745656714053
885,0.01245867861143779
886,0.013247772349018416
887,0.016517164603101264
888,0.012084972033335362
889,0.018726950973359635
890,0.007612806162796915
891,0.006852958118543029
892,0.004533705301582813
893,0.005166189279407263
894,0.0050512395283771605
895,0.0052288470425224665
896,0.005869636708931925
897,0.007566325668867613
898,0.007351069593149795
899,0.007002594698643727
900,0.003923232638044283
901,0.006974329644615085
902,0.006389046118783992
903,0.0032376646995544434
904,2.1074811229482293e-8
905,0
906,6.89760792926819e-9
907,0.013779559376416728
908,0.01034089457243681
909,0.022032028796047598
910,0.019432611821684986
911,0.014684321533422917
912,0.011925872850042651
913,0.016055887520451506
914,0.017495322877948638
915,0.015668656677007675
916,0.01796203723642975
917,0.01527690642978996
918,0.020941299153491855
919,0.015253704972565174
920,0.023111908929422498
921,0.013031083208261407
922,0.017471547766035656
923,0.020288634569169517
924,0.020438589475816116
925,0.02440343558555469
926,0.020715566352009773
927,0.022954196960199624
928,0.024282320855874673
929,0.02158281627635006
930,0.019535209590685554
931,0.005287010746542364
932,0.013969982566777617
933,0.009962543264009582
934,0.006802690530195776
935,0.011716212262399495
936,0.006715011957567185
937,0.012746832479024306
938,0.008242882271588314
939,0.006746544453408054
940,0.01009998086374253
941,0.011538368999026716
942,0.011943044621148147
943,0.009697503265318375
944,0.009648437220687867
945,0.00582911698127786
946,0.005175009993793722
947,0.0036043331408563972
948,0.005076747329439968
949,0.0048476860658008825
950,0.004527255871317526
951,0.00538961477036537
952,0.005918900482356548
953,0.005572728638071567
954,0.00516400776723458
955,0.003382707639502769
956,0.004566527408558785
957,0.006979561279877089
958,0.005810711765661836
959,0.005425345823823591
960,0.006251092323509511
961,0.005854821531102061
962,0.017123636975156842
963,0.009566513737809146
964,0.018778944853693247
965,0.019769151462242007
966,0.021089123329147696
967,0.014497339674562681
968,0.013902163329476025
969,0.017617178678847267
970,0.0169785488396883
971,0.015772534534335136
972,0.015134384913835675
973,0.018140434054657817
974,0.017755145381670445
975,0.016760116297518834
976,0.013324408530024812
977,0.01596200974563544
978,0.015637940357919433
979,0.016192739971302217
980,0.016748553956858814
981,0.02051953543559648
982,0.021879345178604126
983,0.02061465165752452
984,0.02049687717226334
985,0.015220066074107308
986,0.008978145880973898
987,0.006703862876747735
988,0.009980267619539518
989,0.011919159878743812
990,0.012579532481096334
991,0.0071366673219017684
992,0.0065711079514585435
993,0.010440968093462288
994,0.006820775452069938
995,0.008360297553329121
996,0.01282694997599565
997,0.009443047340027988
998,0.0136495199549318
999,0.00979564346766959
1000,0.009648300416301936
1001,0.011588231776840985
1002,0.004376539902295917
1003,0.003900456526025664
1004,0.006081351079046726
1005,0.0048090198542922735
1006,0.0046506508806487545
1007,0.0046686669666087255
1008,0.006204500328749418
1009,0.007152176301985946
1010,0.005091889775940217
1011,0.005308455354679609
1012,0.006326487254876834
1013,0
1014,0
1015,0
1016,0
1017,8.676579454913735e-9
1018,0
1019,0.015719768358394504
1020,0.018108102958649397
1021,0.016961840447038412
1022,0.01748751290142536
1023,0.017100967932492495
1024,0.021981496131047606
1025,0.019282421075331513
1026,0.015338646480813622
1027,0.018514255760237575
1028,0.018363036680966616
1029,0.015198687673546374
1030,0.016463800973724574
1031,0.01818794857535977
1032,0.011206358904018998
1033,0.013889881840441376
1034,0.014169183365766003
1035,0.020143266829109052
1036,0.017538651532959193
1037,0.01673441715684021
1038,0.019429036183282733
1039,0.019526242947904393
1040,0.017497993925246647
1041,0.01442875200882554
1042,0.022364040996762924
1043,0.015031824055768084
1044,1.0117865167558193e-4
1045,4.292537923902273e-4
1046,0.015003678377070173
1047,0.013744874076508151
1048,0.014741216835025828
1049,0.010423101587404782
1050,0.0018454110904713161
1051,0.004771787454956211
1052,0.0041046269307116745
1053,0.013812348328428925
1054,0.010342524445150048
1055,0.007560047881270293
1056,0.00642374437302351
1057,0.007159648870583624
1058,0.006990642179516726
1059,0.011962804914219305
1060,0.005714458879083395
1061,0.005442951268378238
1062,0.008458873024210334
1063,0.00789381843060255
1064,0.005265375024464447
1065,0.004986693733371794
1066,0.0044403964129742235
1067,0.005086442845822603
1068,1.168154994957149e-8
1069,0
1070,0.0043274669733363025
1071,0.0052187210309943
1072,0
1073,1.265652826987207e-8
1074,0.006692404262139462
1075,0.008312305129948072
1076,0.007876322757510934
1077,0.010087045819091145
1078,0.013148860802175477
1079,0.020708125914097764
1080,0.01648651115829125
1081,0.019091198570095003
1082,0.015882358241469774
1083,0.015724723547464237
1084,0.01982022076845169
1085,0.017155788715172093
1086,0.01847594539867714
1087,0.021768706385046244
1088,0.019308191556774545
1089,0.018067848068312742
1090,0.015701087886554888
1091,0.01372947497293353
1092,0.01700654998421669
1093,0.016886559096747078
1094,0.015012542295153253
1095,0.017237521999049932
1096,0.015342472877819091
1097,0.015551301243249327
1098,0.01785322983050719
1099,0.01447826611547498
1100,0.014509944136079866
1101,0.01578509648606996
1102,0.01993667404167354
1103,0.021097552962601185
1104,8.93876887858025e-4
1105,0.010523298638872802
1106,0.00871360010933131
1107,0.013667035032995045
1108,0.010492693618289195
1109,0.005091279439511709
1110,0.0017125681042671204
1111,0.005682863935362548
1112,0.007336105489230249
1113,0.0062564254039898515
1114,0.010459445139900936
1115,0.010748347383923829
1116,0.010689257993362844
1117,0.005709397199098021
1118,0.008590096491388977
1119,0.008551822043955326
1120,0.00245355791412305
1121,0.0018846134626073763
1122,0.004946280096191913
1123,0.005753254203227698
1124,0.005530375172384083
1125,0.00563735532341525
1126,0.0047930211294442415
1127,2.7699570637196302e-8
1128,0
1129,0.004583964303947141
1130,0.003941905335523188
1131,0.005237999255768955
1132,0.004695085378016661
1133,0.0034599897189764306
1134,0.005752729925916356
1135,0.007164610433392227
1136,0.0055767874263210615
1137,0.0070840968255652115
1138,0
1139,0
1140,0.018426243400199382
1141,0.016399547799665015
1142,0.020257484167814255
1143,0.016134766046889126
1144,0.021323938737623394
1145,0.01980621344409883
1146,0.026835615979507565
1147,0.023150534063461237
1148,0.02216683200094849
1149,0.017861975356936455
1150,0.014908194541931152
1151,0.015910349786281586
1152,0.01662822812795639
1153,0.026407117838971317
1154,0.01693381103453362
1155,0.012297798413783312
1156,0.014700361527502537
1157,0.017140851356089115
1158,0.013439596630632877
1159,0.014140041625068989
1160,0.015203822054900229
1161,0.019750936298805755
1162,0.018552533583715558
1163,0.014298813883215189
1164,0.016293220221996307
1165,0.009022697428008541
1166,0.005173480371013284
1167,0.015060435398481786
1168,0.007852338661905378
1169,0.007136991072911769
1170,0.0034915330179501325
1171,0.008376566984225065
1172,0.0024449959746563055
1173,0.00465150605305098
1174,0.008941441541537642
1175,0.0057821979717118666
1176,0.011782051296904683
1177,0.006513425032608211
1178,0.008255838096374646
1179,0.004765418998431414
1180,0.003322729535284452
1181,0.0019068929832428694
1182,0.003956124885007739
1183,0.0052614519372582436
1184,0.006003974718623795
1185,0.0066951387670997065
1186,0.006160863475088263
1187,0.008214389112254139
1188,0.006878117001178907
1189,0.009998886371590965
1190,0.005679191753562796
1191,4.150345134235067e-8
1192,0
1193,0.008601115259807557
1194,0.0060364368837326765
1195,0.007354853323704447
1196,0.006867021780635696
1197,0.008515991517924704
1198,0.014156923512928188
1199,0.004682245642015914
1200,0.018067041237372905
1201,0.01654337954460061
1202,0.024303917889483273
1203,0.01845119148492813
1204,0.018424090225380496
1205,0.015331574715673923
1206,0.018856960959965363
1207,0.02093374010291882
1208,0.014584118500351906
1209,0.013825882459059358
1210,0.012312506456510164
1211,0.01540451034088619
1212,0.01706257276237011
1213,0.018494486343115568
1214,0.014076672494411469
1215,0.01263592790110124
1216,0.013433303392957896
1217,0.019943645034800284
1218,0.01755816489458084
1219,0.013129850733093917
1220,0.014863323303870857
1221,0.019237690488807857
1222,0.01668470585718751
1223,0.012252352898940444
1224,0.01889586099423468
1225,4.454217851161957e-4
1226,0.011661933967843652
1227,0.010944780195131898
1228,0.004580052715027705
1229,0.005710219906177372
1230,0.005335537891369313
1231,0.002540691348258406
1232,0.00918247306253761
1233,0.0036340632577775978
1234,0.007481464839656837
1235,0.011788252340920735
1236,0.014225074759451672
1237,0.007494875288102776
1238,0.003558603799319826
1239,0.0030132823303574696
1240,0.0031669539039285155
1241,0.002353262541873846
1242,0.0033220848999917507
1243,0.004343515727669001
1244,0.006470730761066079
1245,0.005186756578041241
1246,0.005430860706837848
1247,0.007373508662567474
