species,target
10795880101,390.3108880977635
10795880106,38.64098400329786
10795880109,57.82806776928711
10795880111,165.09909947690824
10795880113,25.669972824166443
10795880116,310.30309248199836
10795880122,20.80275784068319
10795880126,60.52092358543328
10795880127,64.79520874538207
10795880402,66.2542894040071
10795880406,393.5771411278887
10795880407,1.961322385499646
10795880409,119.24929471056927
10795880411,965.6277028689352
10795880421,140.77181924795724
10795880608,40.56344827982253
10795880610,9.26509410716226
10795880617,366.6631789058917
10795880619,414.8872014731139
10795880625,566.2039508345787
10795880701,163.68711188473307
10795880702,65.72082246838083
10795880705,351.00274276143637
10795880706,1703.338275848056
10795880707,51.18017109582682
10795880711,791.7800769220132
10795880713,60.20027602219669
10795880716,314.71898738669
10795880717,0
10795880718,12.647075947359372
10795880722,1103.5389111056272
10795880725,77.22732243118816
10795880726,93.2143348178514
10795880909,199.33787830879075
10795880911,350.05200417777513
10795880913,18.998340892231912
10795880916,315.71145027827464
10795881105,9.222769334330213
10795881114,64.51901116986728
10795881127,34.906998977024685
11192880101,6.4666616087528155
11192880103,38.32851609944272
11192880109,0
11192880111,1.31097037845565
11192880113,7.659199190959364
11192880116,10.148581548414649
11192880124,11.464708096300098
11192880126,0.29955237889899855
11192880127,0
11192880503,1.9235557351227903
11192880524,0
11192880701,0
11192880703,55.893627547411135
11192880711,1.0749865229581983
11192880713,4.011340658664747
11192880716,3.998011167436497
11192880724,28.115265695761405
11192880726,0
11192880909,0
11192880911,2.7926113715178995
11192880912,13.432182594285823
11192880913,0.304124441742897
11192880916,0
11192881114,0
11192881124,0.3040215779095888
11192881127,0
11192881224,8.773841462745771
14211990101,15.245975642933846
14211990103,31.73808737650606
14211990113,3.76394778002843
14211990116,9.59400315889637
14211990124,20.85309537196355
14211990126,1.4518033919190427
14211990127,0.07332408231269472
14211990701,3.6441937035736647
14211990703,21.16610762364256
14211990705,0.01993926448631097
14211990713,0.19490648264052252
14211990716,2.5722511075862817
14211990724,4.544555819558666
14211990726,0.20411866791109615
14211990912,4.094767077504356
14211990913,0.20912527451764612
14211991105,0.02648030131007315
14211991114,1.5571658559116128
14211991124,0.00549687620878103
14211991127,0.03525839778842506
14219880101,19.84117565207394
14219880106,2.1588243479260627
14220020101,3.52932589663974
14220020103,12.52877055954169
14220020113,5.562257692600334
14220020116,0.16842587020080407
14220020122,0.9131236961560742
14220020124,17.26583192831774
14220020126,3.5476723375163326
14220020127,17.043572520812646
14220020406,11.138620285175708
14220020411,3.8158434643058583
14220020503,3.6797232997120672
14220020524,6.497218126617218
14220020701,6.84979545442484
14220020703,71.19557048534112
14220020705,28.097319331577843
14220020706,59.36805814014852
14220020711,34.0722246738086
14220020713,8.489117035412585
14220020716,0.9221691734695314
14220020722,0.732997854647658
14220020724,51.460389233333416
14220020726,5.376473358388839
14220020912,57.9998618352348
14220020913,12.932908352598249
14220021105,0.29913255515578524
14220021114,47.464467815963864
14220021124,8.586760030719674
14220021127,6.101361767277821
14220021224,12.583800901415048
14220120101,4.995432980402371
14220120106,8.439237305036478
14220120109,18.359828247148155
14220120111,60.89731793242713
14220120116,10.204025682719296
14220120402,0.4724243173739617
14220120406,22.142406538747263
14220120409,101.00185200926629
14220120411,539.8572727634474
14220120423,6.69479431768796
14220120701,0.21553037765475627
14220120702,7.217205314194754
14220120706,145.7259288736088
14220120711,446.4669077817212
14220120716,17.336204067036
14220120718,2.9181268208791304
14220120909,442.0941697755522
14220120911,180.0965866814047
14220120916,153.34837576712235
14220120923,73.68299779275215
14251870101,2.4853178396812408
14251870122,0.6765429005331872
14251870126,0.04034895357088476
14251870127,3.888226716826548
14251870402,7.01444785851309
14251870406,69.60248009128034
14251870407,18.977161793186987
14251870421,49.95148792653957
14251870608,43.555471059024605
14251870610,95.53112829581424
14251870617,65.35344640576658
14251870619,27.601382263079177
14251870625,109.02160031485926
14251870701,5.800620707477819
14251870705,3.85754879407161
14251870706,84.69169495436067
14251870707,36.08164903347181
14251870713,14.217343622716657
14251870717,0
14251870722,168.78449368735838
14251870724,1.0432495723689303
14251870725,7.374085870576521
14251870726,0.0954070835180977
14251871105,0.33174910674708813
14251871114,37.923114233122675
14251871124,4.1848077668475465
14251871127,4.233000760616893
14260580101,10.63561342149806
14260580103,25.114024993188178
14260580106,2.42812002963892
14260580116,1.511451585970511
14260580122,10.654159031477976
14260580124,20.578620847834863
14260580126,7.432047688003316
14260580127,20.62703466651212
14260580402,6.123520894275029
14260580406,124.00168252798623
14260580407,37.164360894456
14260580411,97.81162643657082
14260580421,9.259093592154574
14260580503,5.085553689874419
14260580524,1.2314391739782875
14260580608,132.6782054299943
14260580610,357.8516344631418
14260580617,219.2158660654791
14260580619,84.22931808661866
14260580625,78.23551116117387
14260580701,43.07736268323834
14260580702,0.6581777855458739
14260580703,40.72653368457716
14260580705,160.76360677368208
14260580706,519.0860042162254
14260580707,32.2440202090865
14260580711,89.18725072950733
14260580713,19.54797237115045
14260580716,19.942513595755052
14260580717,0
14260580722,533.1982366616106
14260580724,43.65562483752356
14260580726,19.766046234650123
14260580911,3.243882641732577
14260580912,14.730480580283162
14260581105,2.060089856382176
14260581114,55.40319854215905
14260581124,4.582168311847545
14260581127,18.20069007839582
14260581224,4.926373561930271
14291780101,0.4663992980189598
14291780106,0.5053354361531502
14291780127,1.9731766867932916
14291780402,2.176374499386275
14291780406,13.29683947177001
14291780411,38.07718618540781
14291780421,1.1760994504292754
