speciesname,taxon_id
Pyrus_magyarica,5362558
Linum_dolomiticum,4048500
Dianthus_diutinus,8232147
Seseli_leucospermum,5540358
Vincetoxicum_pannonicum,5525462
Phyllometra_culminaria,1985561
Duvalius_gebhardti,4477514
Hygromia_kovacsi,4564570
Paladilhia_hungarica,5784455
Campanula_romanica,5411146
Androcymbium_psammophilum,2740587
Convolvulus_caput-medusae,3681152
Hamatocaulis_lapponicus,9213010
Hyla_savignyi,2427599
Jungermannia_handelii,7465194
Leiostyla_abbreviata,4566639
Leiostyla_cassida,4566633
Leiostyla_gibba,4566576
Leiostyla_lamellosa,4566572
Linaria_pseudolaxiflora,7446038
Lotus_kunkelii,5356836
Peponocephala_electra,2440470
Riella_helicophylla,2688657
Sitta_krueperi,2484880
Emberiza_cineracea,2491469
Accipiter_brevipes,2480578
Accipiter_gentilis,2480589
Accipiter_nisus,2480637
Acridotheres_cristatellus,2489010
Acrocephalus_agricola,2493137
Acrocephalus_arundinaceus,2493128
Acrocephalus_dumetorum,2493145
Acrocephalus_melanopogon,2493124
Acrocephalus_paludicola,2493114
Acrocephalus_palustris,2493136
Acrocephalus_schoenobaenus,2493129
Acrocephalus_scirpaceus,2493118
Actitis_hypoleucos,2481800
Aegithalos_caudatus,2495000
Aegolius_funereus,5739298
Aegypius_monachus,5229165
Aix_galericulata,2498388
Aix_sponsa,2498387
Alauda_arvensis,8077224
Alca_torda,8277073
Alcedo_atthis,2475532
Alectoris_barbara,2474045
Alectoris_chukar,2474029
Alectoris_graeca,2474055
Alectoris_rufa,2474051
Alopochen_aegyptiaca,2498252
Amandava_amandava,2493698
Anas_acuta,2498112
Anas_crecca,8214667
Anas_platyrhynchos,9761484
Anser_albifrons,2498017
Anser_anser,2498036
Anser_brachyrhynchus,2498024
Anser_erythropus,2498026
Anser_fabalis,2498027
Anthus_berthelotii,2490270
Anthus_campestris,2490274
Anthus_cervinus,2490283
Anthus_petrosus,2490275
Anthus_pratensis,2490266
Anthus_trivialis,2490246
Apus_affinis,5228662
Apus_apus,5228676
Apus_caffer,5228644
Apus_pallidus,5228695
Apus_unicolor,5228694
Aquila_adalberti,2480510
Aquila_chrysaetos,2480506
Aquila_heliaca,2480500
Ardea_cinerea,9797180
Ardea_purpurea,2480934
Ardeola_ralloides,2480906
Arenaria_interpres,2481776
Asio_flammeus,2497295
Asio_otus,2497306
Athene_noctua,2497266
Aythya_ferina,2498255
Aythya_fuligula,2498261
Aythya_marila,2498265
Aythya_nyroca,2498259
Bombycilla_garrulus,2484605
Bonasa_bonasia,2473663
Botaurus_stellaris,2480910
Branta_bernicla,5232446
Branta_canadensis,5232437
Branta_leucopsis,5232464
Branta_ruficollis,5232451
Bubo_bubo,5959092
Bubulcus_ibis,2480830
Bucanetes_githagineus,2494394
Bucephala_clangula,2498326
Bulweria_bulwerii,2481606
Burhinus_oedicnemus,2482100
Buteo_buteo,2480537
Buteo_lagopus,2480524
Buteo_rufinus,2480564
Cairina_moschata,9751099
Calandrella_brachydactyla,2490681
Calcarius_lapponicus,2491678
Calidris_alba,2481748
Calidris_alpina,2481759
Calidris_canutus,2481765
Calidris_ferruginea,2481741
Calidris_maritima,2481743
Calidris_minuta,2481749
Calidris_temminckii,2481740
Caprimulgus_europaeus,8109681
Caprimulgus_ruficollis,9411857
Carduelis_carduelis,2494686
Carduelis_corsicana,4408961
Carpodacus_erythrinus,2494459
Catharacta_skua,2481618
Cepphus_grylle,2481312
Certhia_brachydactyla,7806848
Certhia_familiaris,2487603
Cettia_cetti,2493012
Charadrius_alexandrinus,2480311
Charadrius_dubius,7937336
Charadrius_hiaticula,9566659
Charadrius_leschenaultii,2480297
Chersophilus_duponti,2490674
Chlamydotis_undulata,2474864
Chlidonias_hybrida,2481121
Chlidonias_leucopterus,2481120
Chlidonias_niger,2481119
Chrysolophus_amherstiae,5228033
Chrysolophus_pictus,5228034
Ciconia_ciconia,2481912
Ciconia_nigra,2481909
Cinclus_cinclus,2495093
Circaetus_gallicus,2480666
Circus_aeruginosus,2480482
Circus_cyaneus,2480487
Circus_macrourus,2480491
Circus_pygargus,2480495
Cisticola_juncidis,2492822
Clamator_glandarius,2496464
Clangula_hyemalis,2498273
Coccothraustes_coccothraustes,2494329
Colinus_virginianus,9791464
Columba_bollii,2495427
Columba_junoniae,2495434
Columba_livia,2495414
Columba_oenas,2495471
Columba_palumbus,2495455
Columba_trocaz,2495406
Coracias_garrulus,2475365
Corvus_corax,2482492
Corvus_corone,9409796
Corvus_frugilegus,2482513
Corvus_monedula,6100954
Coturnix_coturnix,2474156
Crex_crex,4408498
Cuculus_canorus,5231918
Cursorius_cursor,2480740
Cygnus_atratus,2498344
Cygnus_cygnus,2498347
Cygnus_olor,2498343
Delichon_urbicum,2489214
Dendrocopos_leucotos,2477927
Dendrocopos_major,2477968
Dendrocopos_syriacus,2478031
Dryocopus_martius,2477872
Egretta_garzetta,2480876
Elanus_caeruleus,2480372
Emberiza_aureola,2491518
Emberiza_caesia,2491490
Emberiza_cia,2491498
Emberiza_cirlus,7626513
Emberiza_citrinella,2491534
Emberiza_melanocephala,9613112
Emberiza_pusilla,2491544
Emberiza_rustica,2491582
Emberiza_schoeniclus,2491557
Eremophila_alpestris,9415596
Erithacus_rubecula,2492462
Eudromias_morinellus,2480281
Falco_biarmicus,8014966
Falco_cherrug,2481034
Falco_columbarius,9813242
Falco_eleonorae,2481037
Falco_naumanni,9584698
Falco_peregrinus,2481047
Falco_rusticolus,8069880
Falco_subbuteo,2481035
Falco_tinnunculus,9616058
Falco_vespertinus,2481062
Ficedula_albicollis,2492601
Ficedula_hypoleuca,2492606
Ficedula_parva,2492605
Ficedula_semitorquata,2492608
Fratercula_arctica,2481353
Fringilla_coelebs,2494422
Fringilla_montifringilla,2494441
Fulica_atra,2474377
Fulica_cristata,2474381
Fulmarus_glacialis,2481433
Galerida_cristata,2490669
Galerida_theklae,9330514
Gallinago_gallinago,2481819
Gallinago_media,2481831
Gallinula_chloropus,5228199
Garrulus_glandarius,5229493
Gavia_adamsii,2481957
Gavia_arctica,2481959
Gavia_immer,2481962
Gavia_stellata,2481958
Glareola_nordmanni,2480758
Glareola_pratincola,2480757
Glaucidium_passerinum,5232162
Grus_grus,2474950
Gypaetus_barbatus,2480649
Gyps_fulvus,2480389
Haematopus_ostralegus,7788295
Haliaeetus_albicilla,2480449
Hieraaetus_pennatus,2480685
Himantopus_himantopus,5229126
Hippolais_icterina,2493220
Hippolais_olivetorum,2493219
Hippolais_polyglotta,2493214
Hirundo_rustica,9515886
Hydrobates_pelagicus,4408455
Ixobrychus_minutus,2480850
Jynx_torquilla,8012314
Lagopus_lagopus,2473421
Lagopus_muta,5227679
Lanius_collurio,7745240
Lanius_excubitor,9444556
Lanius_minor,2492854
Lanius_nubicus,2492855
Lanius_senator,2492867
Larus_argentatus,2481139
Larus_audouinii,7406504
Larus_cachinnans,2481181
Larus_canus,7982160
Larus_fuscus,2481174
Larus_genei,6065810
Larus_marinus,2481172
Larus_melanocephalus,8151548
Larus_michahellis,9413670
Larus_ridibundus,6065824
Leiothrix_lutea,5231398
Limosa_lapponica,2481681
Limosa_limosa,2481685
Locustella_fluviatilis,2493549
Locustella_luscinioides,2493551
Locustella_naevia,2493548
Loxia_curvirostra,9629160
Loxia_leucoptera,8144830
Loxia_pytyopsittacus,2494154
Loxia_scotica,2494177
Lullula_arborea,2490604
Luscinia_luscinia,2492542
Luscinia_megarhynchos,7660710
Lymnocryptes_minimus,2481835
Marmaronetta_angustirostris,2498390
Melanitta_fusca,2498238
Melanocorypha_calandra,2490613
Meleagris_gallopavo,9606290
Mergellus_albellus,2498285
Mergus_merganser,9537647
Mergus_serrator,2498375
Milvus_migrans,5229167
Milvus_milvus,5229168
Monticola_saxatilis,2490956
Monticola_solitarius,2490955
Montifringilla_nivalis,2492371
Morus_bassanus,2480964
Motacilla_alba,9687165
Motacilla_cinerea,2490310
Motacilla_citreola,2490307
Motacilla_flava,9701857
Muscicapa_striata,2492576
Myiopsitta_monachus,2479407
Neophron_percnopterus,2480696
Netta_rufina,2498180
Nucifraga_caryocatactes,2482613
Numenius_arquata,2481792
Numenius_phaeopus,2481784
Numenius_tenuirostris,2481789
Numida_meleagris,2473341
Nycticorax_nycticorax,2480863
Oenanthe_cypriaca,5231234
Oenanthe_hispanica,5231235
Oenanthe_isabellina,5231245
Oenanthe_leucura,5231236
Oenanthe_oenanthe,5231240
Oenanthe_pleschanka,5231233
Oriolus_oriolus,2488949
Otis_tarda,2474921
Otus_scops,2497701
Oxyura_jamaicensis,2498305
Oxyura_leucocephala,2498302
Pandion_haliaetus,2480726
Panurus_biarmicus,2493367
Parus_major,9705453
Passer_hispaniolensis,5231209
Passer_montanus,5231198
Pavo_cristatus,9451184
Pelagodroma_marina,2481991
Pelecanus_crispus,2480353
Pelecanus_onocrotalus,2480350
Perdix_perdix,2473958
Perisoreus_infaustus,2482449
Pernis_apivorus,2480420
Petronia_petronia,2492350
Phalacrocorax_aristotelis,2481861
Phalacrocorax_carbo,2481890
Phalaropus_lobatus,5739290
Phasianus_colchicus,9752149
Phoenicopterus_roseus,4352332
Phoenicurus_ochruros,5739315
Phoenicurus_phoenicurus,5739317
Phylloscopus_borealis,2493071
Phylloscopus_canariensis,7341593
Phylloscopus_ibericus,7341585
Phylloscopus_sibilatrix,8128385
Phylloscopus_trochilus,2493052
Pica_pica,5229490
Picoides_tridactylus,2477804
Picus_canus,2478548
Pinicola_enucleator,2494771
Platalea_leucorodia,2480801
Plectrophenax_nivalis,2491719
Plegadis_falcinellus,2480773
Pluvialis_apricaria,2480332
Pluvialis_squatarola,2480327
Podiceps_auritus,2482059
Podiceps_cristatus,2482054
Podiceps_grisegena,2482051
Podiceps_nigricollis,2482065
Polysticta_stelleri,5232431
Porzana_porzana,2474621
Prunella_collaris,5231770
Prunella_modularis,5231763
Psittacula_krameri,2479226
Pterocles_alchata,2480204
Pterocles_orientalis,2480193
Pterodroma_madeira,2481463
Puffinus_mauretanicus,5229360
Puffinus_puffinus,5229380
Puffinus_yelkouan,5229377
Pyrrhocorax_graculus,2482553
Pyrrhocorax_pyrrhocorax,2482552
Pyrrhula_murina,4408970
Pyrrhula_pyrrhula,2494543
Rallus_aquaticus,2474831
Recurvirostra_avosetta,2480259
Regulus_madeirensis,4408806
Regulus_regulus,2484596
Remiz_pendulinus,2487385
Riparia_riparia,2489160
Rissa_tridactyla,2481205
Saxicola_dacotiae,2492522
Saxicola_rubetra,2492521
Saxicola_torquatus,2492526
Scolopax_rusticola,2481700
Serinus_canaria,2494303
Serinus_serinus,2494200
Sitta_europaea,2484916
Sitta_neumayer,2484890
Sitta_whiteheadi,2484886
Somateria_mollissima,2498352
Stercorarius_longicaudus,2481613
Stercorarius_parasiticus,2481621
Sterna_dougallii,5229249
Sterna_hirundo,9367409
Sterna_paradisaea,5229230
Streptopelia_decaocto,2495696
Streptopelia_turtur,2495708
Strix_aluco,9282206
Strix_nebulosa,2497522
Strix_uralensis,2497509
Sturnus_unicolor,2489104
Sturnus_vulgaris,9809229
Surnia_ulula,2497894
Sylvia_atricapilla,2492956
Sylvia_borin,2492942
Sylvia_cantillans,2492950
Sylvia_communis,2492943
Sylvia_conspicillata,2492959
Sylvia_curruca,2492960
Sylvia_melanothorax,2492953
Sylvia_nisoria,2492955
Sylvia_undata,2492949
Syrmaticus_reevesii,2473477
Tachybaptus_ruficollis,2482048
Tachymarptis_melba,2477411
Tadorna_ferruginea,2498015
Tadorna_tadorna,2498009
Tarsiger_cyanurus,2492509
Tetrao_urogallus,2473577
Tetrax_tetrax,5228228
Threskiornis_aethiopicus,2480764
Tichodroma_muraria,2484918
Tringa_erythropus,2481725
Tringa_glareola,2481713
Tringa_nebularia,2481726
Tringa_ochropus,2481728
Tringa_stagnatilis,2481719
Tringa_totanus,2481714
Troglodytes_troglodytes,5231438
Turdus_merula,2490719
Turdus_philomelos,7901064
Turdus_pilaris,2490737
Turdus_torquatus,7865305
Turdus_viscivorus,2490774
Turnix_sylvaticus,2475001
Tyto_alba,2497921
Upupa_epops,2498415
Uria_aalge,2481342
Vanellus_spinosus,5229142
Vanellus_vanellus,2480242
Xenus_cinereus,2481703
Anthus_spinoletta,2490255
Emberiza_hortulana,2491482
Merops_apiaster,2475443
Sylvia_melanocephala,2492962
Turdus_iliacus,2490781
Microtus_oeconomus,2438635
Dactylorhiza_kalopissii,2810666
Iris_aphylla,5298613
Primula_spectabilis,7842450
Tephroseris_longifolia,3131004
Poa_laxa,2704212
Dryopteris_fragrans,5275131
Papaver_laestadianum,3601124
Morimus_funereus,1119288
Osmoderma_eremita,1079588
Ionopsidium_acaule,3040944
Senecio_lagascanus,3108080
Eirenis_modestus,2455751
Ophrys_kotschyi,2793061
Doronicum_plantagineum,8340385
Teucrium_salviastrum,8166847
Melilotus_segetalis,2971032
Murbeckiella_boryi,3048759
Anas_clypeata,2498089
Anas_penelope,2498111
Anas_querquedula,2498083
Anas_strepera,2498151
Aquila_clanga,2480509
Aquila_pomarina,2480505
Calandrella_rufescens,2490682
Calonectris_diomedea,2481521
Carduelis_citrinella,2494632
Chen_caerulescens,2498165
Erythropygia_galactotes,5788860
Francolinus_erckelii,5227872
Fringilla_teydea,2494442
Limicola_falcinellus,2481780
Luscinia_svecica,4408732
Melanitta_nigra,2498247
Oceanodroma_castro,2482001
Oceanodroma_leucorhoa,2482012
Passer_domesticus,5231190
Philomachus_pugnax,5229387
Phylloscopus_bonelli,2493070
Phylloscopus_collybita,2493091
Phylloscopus_trochiloides,2493084
Picus_viridis,2478523
Porzana_parva,2474627
Porzana_pusilla,2474628
Sylvia_hortensis,2492944
Sylvia_sarda,2492965
Clethrionomys_glareolus,2439140
Coluber_najadum,2453320
Crocidura_leucodon,2435723
Crocidura_russula,2435654
Crocidura_suaveolens,2435687
Eliomys_quercinus,2439683
Erinaceus_concolor,5219624
Erinaceus_europaeus,5219616
Hemidactylus_turcicus,5221528
Lacerta_oxycephala,2469372
Apodemus_agrarius,2437761
Lacerta_vivipara,2468553
Apodemus_sylvaticus,2437760
Martes_foina,5218887
Microtus_arvalis,2438606
Microtus_rossiaemeridionalis,2438666
Microtus_savii,2438650
Microtus_subterraneus,2438660
Mus_domesticus,4409155
Mus_musculus,7429082
Myoxus_glis,2439660
Nannospalax_leucodon,2438247
Nyctereutes_procyonoides,2434552
Pipistrellus_savii,5218484
Podarcis_hispanica,2469105
Podarcis_sicula,2469233
Procyon_lotor,5218786
Psammodromus_algirus,2469763
Rattus_norvegicus,2439261
Rattus_rattus,2439270
Sciurus_carolinensis,5219681
Sciurus_vulgaris,8211070
Sorex_coronatus,2436090
Spalax_graecus,2438885
Suncus_etruscus,2435506
Talpa_europaea,7872906
Talpa_romana,2436140
Talpa_stankovici,2436128
Tamias_sibiricus,2437450
Tarentola_mauritanica,2445034
Vipera_aspis,2444339
Vulpes_vulpes,5219243
Bufo_bufo,5217160
Bufo_calamita,5216775
Bufo_viridis,5216588
Chalcides_striatus,5225191
Dama_dama,5220136
Helicopsis_striata,8272259
Sorex_alpinus,2435986
Arvicola_amphibius,4265185
Cervus_elaphus,2440958
Alces_alces,2440940
Clethrionomys_rufocanus,2439138
Coluber_caspius,2457231
Coluber_gemonensis,2458930
Coluber_ravergieri,2459004
Coluber_viridiflavus,2458920
Coronella_girondica,5959645
Echium_russicum,4067889
Elaphe_hohenackeri,8124667
Elaphe_longissima,2458536
Elaphe_scalaris,2453019
Eremias_arguta,2468945
Euproctus_asper,2431825
Gortyna_borelii,1768308
Anguis_fragilis,2468095
Himantoglossum_caprinum,5324947
Hypodryas_maturna,1902152
Lacerta_aranica,2468510
Lacerta_bonnali,2468527
Lacerta_caucasica,8322715
Lacerta_horvathi,2468507
Lacerta_lepida,8033162
Lacerta_monticola,2468513
Lacerta_mosorensis,2469489
Lacerta_praticola,2468801
Lacerta_rudis,2468807
Laudakia_caucasia,7728002
Lemmus_lemmus,5219840
Apodemus_alpicola,2437769
Lepus_europaeus,7952072
Lilium_rubrum,2753024
Apodemus_flavicollis,2437756
Apodemus_mystacinus,2437773
Marmota_marmota,2437377
Meles_meles,2433875
Micromys_minutus,5219833
Microtus_agrestis,2438616
Apodemus_uralensis,2437775
Microtus_duodecimcostatus,2438619
Microtus_gerbei,2438662
Microtus_guentheri,2438628
Microtus_lusitanicus,2438669
Microtus_multiplex,2438647
Microtus_thomasi,2438625
Mus_spicilegus,2438805
Mus_spretus,2438793
Mustela_erminea,5219019
Mustela_eversmannii,5219058
Mustela_nivalis,5218987
Mustela_vison,5218823
Narcissus_juncifolius,2858943
Narcissus_pseudonarcissus,2858244
Natrix_natrix,6161347
Neomys_anomalus,7825895
Neomys_fodiens,2435767
Oryctolagus_cuniculus,2436940
Paeonia_officinalis,3083488
Phrynocephalus_guttatus,2466323
Phrynocephalus_mystaceus,2466373
Arvicola_terrestris,2438491
Platanthera_obtusata,2798436
Rana_esculenta,10665553
Rana_lessonae,2426655
Rana_macrocnemis,2426798
Rana_perezi,2426660
Rangifer_tarandus,5220114
Astragalus_centralpinus,5344304
Salamandra_aurorae,10977014
Serratula_lycopifolia,5386369
Sorex_araneus,8316400
Sorex_minutus,7571319
Sus_scrofa,7705930
Sylvilagus_floridanus,2436886
Talpa_caeca,8347063
Triturus_alpestris,2431785
Triturus_vittatus,2431812
Triturus_vulgaris,2431895
Typhlops_vermicularis,2471324
Vipera_berus,5960862
Vipera_kaznakovi,5960856
Vipera_latasti,2444332
Microtus_bavaricus,2438594
Agriades_glandon,1926054
Callimorpha_quadripunctaria,7580503
Capreolus_capreolus,5220126
Chionomys_nivalis,2438162
Clethrionomys_rutilus,2439139
Eirenis_collaris,2453265
Microtus_felteni,2438597
Aconitum_firmum,7277348
Myopus_schisticolor,2439358
Ovibos_moschatus,2441108
Pelodytes_caucasicus,5217374
Poa_granitica,4121637
Rana_grafi,8433215
Sorex_caecutiens,2435994
Sorex_minutissimus,2435959
Triturus_italicus,2431898
Castor_canadensis,2439838
Drepanocladus_vernicosus,5710895
Hirudo_medicinalis,2308887
Myocastor_coypus,4264680
Natrix_maura,6161340
Ondatra_zibethicus,5219858
Arvicola_sapidus,2438492
Pelodytes_punctatus,2424293
Rana_ridibunda,2426662
Salamandra_salamandra,2431776
Sympecma_braueri,1424206
Triturus_helveticus,2431911
Cobitis_bilineata,2368222
Cobitis_elongata,2368253
Cobitis_taenia,2368185
Alosa_agone,2412712
Coregonus_lavaretus,2351211
Cottus_gobio,7807208
Alosa_fallax,2412623
Eudontomyzon_danfordi,2421307
Eudontomyzon_mariae,2421315
Eudontomyzon_vladykovi,2421304
Gobio_albipinnatus,4409617
Gobio_kessleri,5205856
Gobio_uranoscopus,5205846
Gobio_vladykovi,4409616
Gymnocephalus_schraetzer,5209583
Acipenser_ruthenus,2402168
Hucho_hucho,2351413
Lampetra_planeri,2421402
Lethenteron_zanandreai,2421217
Leuciscus_souffia,4409595
Microcondylaea_compressa,4559642
Misgurnus_fossilis,2367936
Aspius_aspius,2360181
Rhodeus_sericeus,2360803
Rutilus_arcasii,2361440
Rutilus_frisii,2359678
Rutilus_pigus,2359686
Rutilus_rubilio,2359660
Rutilus_virgo,2359692
Sabanejewia_aurata,4286853
Sabanejewia_larvata,2367885
Salmo_macrostigma,2351621
Salmo_marmoratus,2351630
Salmo_salar,7595433
Barbus_barbus,5739539
Barbus_bergi,5205676
Barbus_cyclolepis,5739556
Thymallus_thymallus,5203999
Barbus_graellsii,5739546
Barbus_haasi,5207307
Barbus_meridionalis,5739559
Barbus_peloponnesius,5206714
Zingel_streber,2382111
Zingel_zingel,2382114
Coregonus_arenicolus,2351152
Coregonus_atterensis,2350984
Coregonus_austriacus,4409514
Coregonus_bavaricus,2351193
Coregonus_bezola,2351227
Barbus_plebejus,5207310
Coregonus_danneri,2351076
Coregonus_gutturosus,2351169
Coregonus_hiemalis,2351198
Coregonus_hoferi,2350945
Coregonus_holsatus,5853925
Coregonus_macrophthalmus,2351222
Coregonus_maxillaris,2351218
Coregonus_megalops,2351078
Coregonus_pallasii,2351228
Coregonus_renke,2350997
Barbus_strumicae,5206992
Coregonus_wartmanni,2350976
Alburnus_mento,2363021
Alburnus_sarmaticus,2363020
Chalcalburnus_chalcoides,2362983
Chondrostoma_genei,2360201
Chondrostoma_miegii,2359290
Chondrostoma_soetta,2360575
Chondrostoma_toxostoma,2359293
Crepis_tectorum,5403508
Alyssum_pyrenaicum,3050693
Hydromantes_strinatii,4409480
Lacerta_aurelioi,2468521
Lacerta_saxicola,7563972
Papaver_radicatum,2888444
Silene_furcata,5587872
Viola_rupestris,7296242
Scapania_massalongi,9014543
Malpolon_monspessulanus,8796529
Macropus_rufogriseus,2440196
Sorex_isodon,2436016
Lepus_granatensis,2436790
Talpa_occidentalis,2436152
Coregonus_oxyrhynchus,2351158
Acipenser_sturio,2402203
Alosa_alosa,2412685
Lampetra_fluviatilis,2421365
Phoca_groenlandica,2434802
Petromyzon_marinus,8236498
Phoca_hispida,2434773
Lepidochelys_olivacea,2442153
Acanthodactylus_erythrurus,5226733
Hydropotes_inermis,2440931
Lepus_castroviejoi,2436788
Muntiacus_reevesi,2440946
Podarcis_bocagei,2469143
Psammodromus_hispanicus,7917188
Sorex_granarius,2436071
Sphagnum_pylaisii,7997958
Thorella_verticillatinundata,6307147
Triturus_boscai,2431904
Blanus_cinereus,2473222
Centaurea_micrantha,3129068
Cervus_nippon,2440954
Coluber_hippocrepis,2459028
Discoglossus_jeanneae,2426620
Pleurodeles_waltl,2431875
Trichomanes_speciosum,5533254
Anthyllis_vulneraria,5352367
Rana_catesbeiana,2427092
Barbus_bocagei,5206849
Rutilus_alburnoides,2363395
Rutilus_macrolepidotus,2361449
Coregonus_clupeoides,2351049
Coregonus_pennantii,2351188
Coregonus_stigmaticus,2351220
Coregonus_vandesius,2351116
Chondrostoma_duriense,2360372
Chondrostoma_polylepis,2360369
Cobitis_calderoni,2368179
Cobitis_paludica,2368245
Alosa_killarnensis,2412705
Coregonus_albula,2351027
Coregonus_pollan,2351002
Physeter_catodon,2440352
Jasione_lusitanica,3165806
Alosa_caspia,4284114
Ophrys_argolica,2792792
Coluber_rubriceps,7718367
Cricetulus_migratorius,2438772
Elaphe_situla,8035896
Mus_macedonicus,2438783
Umbra_krameri,5203115
Mauremys_caspica,2443374
Alosa_tanaica,2412669
Pelecus_cultratus,2367038
Acipenser_gueldenstaedtii,2402129
Acipenser_stellatus,2402159
Cobitis_pontica,2368221
Alburnus_mandrensis,2363028
Alburnus_schischkovi,2363022
Gymnocephalus_baloni,2382142
Huso_huso,2402105
Alosa_immaculata,2412637
Alosa_maeotica,2412653
Cyrtopodion_kotschyi,7839124
Sorbus_teodorii,3012263
Dianthus_arenarius,3085422
Odocoileus_virginianus,2440965
Coregonus_widegreni,2351011
Coregonus_maraena,2351174
Pulsatilla_vulgaris,3033621
Salamandrella_keyserlingii,5218334
Rhinanthus_oesilensis,3742054
Saussurea_alpina,5404542
Coregonus_maraenoides,4409518
Coregonus_nilssoni,2351071
Coregonus_pidschian,2351053
Coregonus_trybomi,2350963
Arenaria_ciliata,7756154
Artemisia_campestris,3121461
Lacerta_armeniaca,2468848
Lepus_corsicanus,2436789
Chalcides_chalcides,5225173
Coluber_laurenti,2458934
Lacerta_strigata,6159238
Iris_humilis,5298006
Ammotragus_lervia,2441005
Sorex_samniticus,2436103
Elaphe_dione,2458400
Eremias_velox,2468889
Eryx_miliaris,2465319
Lacerta_derjugini,2468781
Macrovipera_lebetina,2444716
Trapelus_sanguinolentus,5225915
Carabus_menetriesi,4470445
Acipenser_naccarii,2402193
Alburnus_albidus,2362920
Aphanius_fasciatus,2348104
Knipowitschia_panizzae,2375697
Leuciscus_lucumonis,4409613
Padogobius_nigricans,2375443
Phoxinus_percnurus,5207401
Pomatoschistus_canestrini,2379275
Romanichthys_valsanicola,2382017
Zingel_asper,2382117
Coregonus_fontanae,2351208
Coregonus_lucinensis,2351234
Acipenser_oxyrinchus,4287132
Hydromantes_italicus,4409475
Cyrtodactylus_caspius,2447957
Crocidura_osorio,2435661
Centrostephanus_longispinus,2279029
Onopordum_carduelinum,9579515
Atlantoxerus_getulus,2437470
Discula_leacockiana,5783346
Discula_turricula,5783345
Sideroxylon_marmulano,2886972
Discus_guerinianus,5781468
Ceropegia_chrysantha,3575875
Erica_scoparia,7328034
Euphorbia_lambii,3064111
Argyranthemum_pinnatifidum,3104500
Prunus_lusitanica,3020871
Coluber_algirus,2459011
Callosciurus_erythraeus,2437394
Callosciurus_finlaysonii,2437399
Coluber_nummifer,2459017
Elaphe_lineata,7413485
Eptesicus_bottae,2432346
Anguis_cephallonicus,2468091
Lacerta_bedriagae,2469460
Phyllodactylus_europaeus,2446612
Podarcis_perspicillata,2468695
Podarcis_wagleriana,2469261
Acomys_minous,2438264
Lepus_capensis,2436736
Corallium_rubrum,5185014
Holcus_setiglumis,4118478
Iberis_procumbens,5377204
Jasione_crispa,3165618
Macroprotodon_cucullatus,7881183
Dianthus_marizii,7373930
Dorycnium_pentaphyllum,2959128
Ononis_hackelii,2977271
Coluber_cypriensis,2457222
Coluber_jugularis,2457235
Euphrasia_genargentea,8958744
Herniaria_latifolia,7314268
Jonopsidium_savianum,8161486
Lacerta_graeca,2469380
Leucojum_nicaeense,2859353
Macaca_sylvanus,2436618
Meriones_tristrami,5219715
Muscari_gussonei,2769152
Ovis_gmelini,8364375
Ovis_orientalis,2441112
Aster_sorrentinii,5389288
Bufo_mauritanicus,5217132
Capra_hircus,2441056
Ovis_aries,2441110
Onosma_troodi,4067201
Axis_axis,2440934
Linum_muelleri,4048904
Murbeckiella_pinnatifida,3048749
Thymus_cephalotos,7307632
Thymus_villosus,7306547
Biscutella_vincentina,3041801
Centaurea_attica,3128000
Centaurea_vicentina,3127925
Crocidura_zimmermanni,2435665
Lacerta_anatolica,2469376
Lacerta_oertzeni,2469412
Rana_epeirotica,2426649
Stellio_stellio,2465555
Astragalus_macrocarpus,5345556
Petagnia_saniculifolia,5538631
Rana_bedriagae,2426642
Rana_bergeri,2426666
Rana_cerigensis,2426671
Rana_cretensis,2426673
Rana_hispanica,2426669
Rana_kurtmuelleri,2426652
Rana_shqiperica,2426639
Salamandra_corsica,2431779
Barbus_comiza,5206372
Barbus_euboicus,5739534
Barbus_graecus,5206382
Barbus_guiraonis,5207326
Barbus_macedonicus,5206966
Barbus_microcephalus,5206380
Alburnus_vistonicus,2362914
Barbus_pergamonensis,5207176
Barbus_prespensis,5739562
Barbus_sclateri,5739540
Barbus_sperchiensis,5207064
Barbus_steindachneri,8713186
Alburnus_volviticus,2363032
Chondrostoma_almacai,2367628
Chondrostoma_arrigonis,2359300
Chondrostoma_lusitanicum,2367629
Chondrostoma_turiense,2359301
Cobitis_arachthosensis,2368261
Cobitis_hellenica,2368189
Cobitis_meridionalis,2368173
Cobitis_ohridana,2368235
Cobitis_puncticulata,9227457
Cobitis_punctilineata,2368219
Cobitis_stephanidisi,2368194
Cobitis_strumicae,2368204
Cobitis_trichonica,2368176
Cobitis_vardarensis,4286856
Cobitis_vettonica,2368265
Cobitis_zanandreai,2368208
Alosa_macedonica,2412619
Alosa_vistonica,2412683
Cottus_petiti,2334155
Eudontomyzon_graecus,5962958
Eudontomyzon_hellenicus,2421314
Anaecypris_hispanica,2360380
Gobio_elimeius,4409622
Iberocypris_palaciosi,2365679
Ladigesocypris_ghigii,2363050
Leuciscus_keadicus,4409609
Aphanius_almiriensis,2348137
Aphanius_baeticus,2348094
Aphanius_iberus,2348049
Pelasgus_laconicus,2359834
Pelasgus_marathonicus,2359831
Pelasgus_stymphalicus,2359836
Pelasgus_thesproticus,2360990
Phoxinellus_epiroticus,2359844
Phoxinellus_prespensis,2359849
