pu,nuts2id,BR_ID,EU_id
11628,214,6,6121
11629,214,6,6122
11630,214,6,6123
11631,214,6,6124
11632,212,6,6125
11633,212,6,6126
11634,212,6,6127
11635,212,6,6128
11641,100,6,6129
11642,100,6,6130
11646,100,6,6131
11647,100,6,6132
11649,99,6,6133
11652,99,6,6134
11655,99,6,6135
11656,99,6,6136
11657,99,6,6137
11659,98,6,6138
11660,98,6,6139
11662,98,6,6140
11663,98,6,6141
11664,98,6,6142
11671,259,4,6143
11716,214,6,6144
11717,214,6,6145
11718,214,6,6146
11719,214,6,6147
11720,214,6,6148
11721,214,6,6149
11722,214,6,6150
11723,214,6,6151
11724,214,6,6152
11725,214,6,6153
11726,214,6,6154
11727,214,6,6155
11728,214,6,6156
11729,214,6,6157
11730,214,6,6158
11731,214,6,6159
11732,214,6,6160
11733,214,6,6161
11734,214,6,6162
11735,214,6,6163
11736,214,6,6164
11737,214,6,6165
11738,214,6,6166
11739,214,6,6167
11740,214,6,6168
11741,212,6,6169
11742,212,6,6170
11743,212,6,6171
11744,212,6,6172
11745,212,6,6173
11746,212,6,6174
11747,212,6,6175
11751,100,6,6176
11752,100,6,6177
11754,100,6,6178
11761,99,6,6179
11765,99,6,6180
11770,98,6,6181
11771,98,6,6182
11772,98,6,6183
11777,77,6,6184
11824,214,6,6185
11825,214,6,6186
11826,214,6,6187
11827,214,6,6188
11828,214,6,6189
11829,214,6,6190
11830,214,6,6191
11831,214,6,6192
11832,214,6,6193
11833,214,6,6194
11834,214,6,6195
11835,214,6,6196
11836,214,6,6197
11837,214,6,6198
11838,214,6,6199
11839,214,6,6200
11840,214,6,6201
11841,214,6,6202
11842,214,6,6203
11843,214,6,6204
11844,214,6,6205
11845,214,6,6206
11846,214,6,6207
11847,214,6,6208
11848,214,6,6209
11849,214,6,6210
11850,212,6,6211
11851,212,6,6212
11852,212,6,6213
11853,212,6,6214
11854,212,6,6215
11855,212,6,6216
11856,212,6,6217
11857,212,6,6218
11860,100,6,6219
11862,100,6,6220
11864,100,6,6221
11866,100,6,6222
11869,99,6,6223
11874,99,6,6224
11885,77,6,6225
11886,77,6,6226
11887,77,6,6227
11888,77,6,6228
11889,77,6,6229
11892,77,6,6230
11893,77,6,6231
11894,77,6,6232
11895,77,6,6233
11896,77,6,6234
11897,77,6,6235
11944,214,6,6236
11945,214,6,6237
11946,214,6,6238
11947,214,6,6239
11948,214,6,6240
11949,214,6,6241
11950,214,6,6242
11951,214,6,6243
11952,214,6,6244
11953,214,6,6245
11954,214,6,6246
11955,214,6,6247
11956,214,6,6248
11957,214,6,6249
11958,214,6,6250
11959,214,6,6251
11960,214,6,6252
11961,214,6,6253
11962,214,6,6254
11963,214,6,6255
11964,214,6,6256
11965,214,6,6257
11966,214,6,6258
11967,214,6,6259
11968,212,6,6260
11969,212,6,6261
11970,212,6,6262
11971,212,6,6263
11972,212,6,6264
11973,212,6,6265
11974,212,6,6266
11975,212,6,6267
11976,212,6,6268
11978,211,6,6269
11982,100,6,6270
11983,100,6,6271
12004,77,6,6272
12005,77,6,6273
12006,77,6,6274
12007,77,6,6275
12008,77,6,6276
12009,77,6,6277
12010,77,6,6278
12011,77,6,6279
12012,77,6,6280
12013,77,6,6281
12014,77,6,6282
12015,77,6,6283
12016,77,6,6284
12017,77,6,6285
12063,214,6,6286
12064,214,6,6287
12065,214,6,6288
12066,214,6,6289
12067,214,6,6290
12068,214,6,6291
12069,214,6,6292
12070,214,6,6293
12071,214,6,6294
12072,214,6,6295
12073,214,6,6296
12074,214,6,6297
12075,214,6,6298
12076,214,6,6299
12077,214,6,6300
12078,214,6,6301
12079,214,6,6302
12080,214,6,6303
12081,214,6,6304
12082,214,6,6305
12083,214,6,6306
12084,214,6,6307
12085,212,6,6308
12086,212,6,6309
12087,212,6,6310
12088,212,6,6311
12089,212,6,6312
12090,212,6,6313
12091,212,6,6314
12092,212,6,6315
12093,212,6,6316
12094,212,6,6317
12095,212,6,6318
12096,211,6,6319
12097,211,6,6320
12114,77,6,6321
12116,77,6,6322
12117,77,6,6323
12118,77,6,6324
12119,77,6,6325
12120,77,6,6326
12121,77,6,6327
12122,77,6,6328
12123,77,6,6329
12124,77,6,6330
12125,77,6,6331
12126,77,6,6332
12127,77,6,6333
12128,77,6,6334
12129,77,6,6335
12130,77,6,6336
12131,77,6,6337
12132,77,6,6338
12133,77,6,6339
12176,214,6,6340
12177,214,6,6341
12178,214,6,6342
12179,214,6,6343
12180,214,6,6344
12181,214,6,6345
12182,214,6,6346
12183,214,6,6347
12184,214,6,6348
12185,214,6,6349
12186,214,6,6350
12187,214,6,6351
12188,214,6,6352
12189,214,6,6353
12190,214,6,6354
12191,214,6,6355
12192,214,6,6356
12193,214,6,6357
12194,212,6,6358
12195,212,6,6359
12196,214,6,6360
12197,212,6,6361
12198,212,6,6362
12199,212,6,6363
12200,212,6,6364
12201,212,6,6365
12202,212,6,6366
12203,212,6,6367
12204,212,6,6368
12205,212,6,6369
12206,212,6,6370
12207,212,6,6371
12208,212,6,6372
12209,211,6,6373
12210,211,6,6374
12211,211,6,6375
12222,77,6,6376
12223,77,6,6377
12224,77,6,6378
12225,77,6,6379
12226,77,6,6380
12227,77,6,6381
12228,77,6,6382
12229,77,6,6383
12230,77,6,6384
12231,77,6,6385
12232,77,6,6386
12233,77,6,6387
12234,77,6,6388
12235,77,6,6389
12236,77,6,6390
12237,77,6,6391
12238,77,6,6392
12239,77,6,6393
12240,77,6,6394
12284,214,6,6395
12285,214,6,6396
12286,214,6,6397
12287,214,6,6398
12288,214,6,6399
12289,214,6,6400
12290,214,6,6401
12291,214,6,6402
12292,214,6,6403
12293,214,6,6404
12294,214,6,6405
12295,214,6,6406
12296,212,6,6407
12297,212,6,6408
12298,214,6,6409
12299,214,6,6410
12300,214,6,6411
12301,214,6,6412
12302,212,6,6413
12303,212,6,6414
12304,212,6,6415
12305,212,6,6416
12306,212,6,6417
12307,212,6,6418
12308,212,6,6419
12309,212,6,6420
12310,212,6,6421
12311,212,6,6422
12312,212,6,6423
12313,212,6,6424
12314,212,6,6425
12315,212,6,6426
12316,212,6,6427
12317,211,6,6428
12318,211,6,6429
12319,211,6,6430
12320,211,6,6431
12323,77,6,6432
12324,77,6,6433
12325,77,6,6434
12326,77,6,6435
12327,77,6,6436
12328,77,6,6437
12329,77,6,6438
12330,77,6,6439
12331,77,6,6440
12332,77,6,6441
12333,77,6,6442
12334,77,6,6443
12335,77,6,6444
12336,77,6,6445
12337,77,6,6446
12338,77,6,6447
12339,77,6,6448
12340,77,6,6449
12341,77,6,6450
12342,77,6,6451
12343,77,6,6452
12388,214,6,6453
12389,214,6,6454
12390,214,6,6455
12391,214,6,6456
12392,214,6,6457
12393,214,6,6458
12394,214,6,6459
12395,214,6,6460
12396,214,6,6461
12397,214,6,6462
12398,214,6,6463
12399,214,6,6464
12400,212,6,6465
12401,212,6,6466
12402,212,6,6467
12403,212,6,6468
12404,214,6,6469
12405,212,6,6470
12406,212,6,6471
12407,212,6,6472
12408,212,6,6473
12409,212,6,6474
12410,212,6,6475
12411,212,6,6476
12412,212,6,6477
12413,212,6,6478
12414,212,6,6479
12415,212,6,6480
12416,212,6,6481
12417,212,6,6482
12418,212,6,6483
12419,212,6,6484
12420,211,6,6485
12421,211,6,6486
12422,211,6,6487
12423,211,6,6488
12424,211,6,6489
12425,211,6,6490
12430,77,6,6491
12431,77,6,6492
12432,77,6,6493
12433,77,6,6494
12434,77,6,6495
12435,77,6,6496
12436,77,6,6497
12437,77,6,6498
12438,77,6,6499
12439,77,6,6500
12440,77,6,6501
12441,77,6,6502
12442,77,6,6503
12443,77,6,6504
12444,77,6,6505
12445,77,6,6506
12446,77,6,6507
12447,77,6,6508
12448,77,6,6509
12449,77,6,6510
12494,214,6,6511
12495,214,6,6512
12496,214,6,6513
12497,214,6,6514
12498,214,6,6515
12499,214,6,6516
12500,214,6,6517
12501,214,6,6518
12502,214,6,6519
12503,214,6,6520
12504,214,6,6521
12505,214,6,6522
12506,214,6,6523
12507,212,6,6524
12508,212,6,6525
12509,212,6,6526
12510,212,6,6527
12511,212,6,6528
12512,212,6,6529
12513,212,6,6530
12514,212,6,6531
12515,212,6,6532
12516,212,6,6533
12517,212,6,6534
12518,212,6,6535
12519,212,6,6536
12520,212,6,6537
12521,212,6,6538
12522,212,6,6539
12523,212,6,6540
12525,212,6,6541
12526,212,6,6542
12527,211,6,6543
12528,211,6,6544
12529,211,6,6545
12530,211,6,6546
12531,211,6,6547
12537,77,6,6548
12538,77,6,6549
12539,77,6,6550
12540,77,6,6551
12541,77,6,6552
12542,77,6,6553
12543,77,6,6554
12544,77,6,6555
12545,77,6,6556
12546,77,6,6557
12547,77,6,6558
12548,77,6,6559
12549,77,6,6560
12550,77,6,6561
12551,77,6,6562
12552,77,6,6563
12553,77,6,6564
12554,77,6,6565
12555,77,6,6566
12556,77,6,6567
12557,77,6,6568
12558,77,6,6569
12560,259,4,6570
12562,259,4,6571
12602,214,6,6572
12603,214,6,6573
12604,214,6,6574
12605,214,6,6575
12606,214,6,6576
12607,214,6,6577
12608,214,6,6578
12609,214,6,6579
12610,214,6,6580
12611,214,6,6581
12612,214,6,6582
12613,214,6,6583
12614,214,6,6584
12615,214,6,6585
12616,214,6,6586
12617,212,6,6587
12618,212,6,6588
12619,212,6,6589
12620,212,6,6590
12621,212,6,6591
12622,212,6,6592
12623,212,6,6593
12624,212,6,6594
12625,212,6,6595
12626,212,6,6596
12627,212,6,6597
12628,212,6,6598
12629,212,6,6599
12630,212,6,6600
12631,212,6,6601
12632,212,6,6602
12633,212,6,6603
12634,211,6,6604
12635,211,6,6605
12636,211,6,6606
12637,211,6,6607
12638,211,6,6608
12639,211,6,6609
12640,211,6,6610
12641,211,NA,6611
12645,77,6,6612
12646,77,6,6613
12647,77,6,6614
12648,77,6,6615
12649,77,6,6616
12650,77,6,6617
12651,77,6,6618
12652,77,6,6619
12653,77,6,6620
12654,77,6,6621
12655,77,6,6622
12656,77,6,6623
12657,77,6,6624
12658,77,6,6625
12659,77,6,6626
12660,77,6,6627
12661,77,6,6628
12662,77,6,6629
12663,77,6,6630
12664,77,6,6631
12665,77,6,6632
12666,77,6,6633
12667,77,6,6634
12670,259,4,6635
12671,259,4,6636
12673,259,4,6637
12714,214,6,6638
12715,214,6,6639
12716,214,6,6640
12717,214,6,6641
12718,214,6,6642
12719,214,6,6643
12720,214,6,6644
12721,214,6,6645
12722,214,6,6646
12723,214,6,6647
12724,214,6,6648
12725,214,6,6649
12726,214,6,6650
12727,214,6,6651
12728,212,6,6652
12729,212,6,6653
12730,212,6,6654
12731,212,6,6655
12732,212,6,6656
12733,212,6,6657
12734,212,6,6658
12735,212,6,6659
12736,212,6,6660
12737,212,6,6661
12738,212,6,6662
12739,212,6,6663
12740,212,6,6664
12741,212,6,6665
12742,212,6,6666
12743,212,6,6667
12745,211,6,6668
12746,211,6,6669
12747,211,6,6670
12748,211,6,6671
12749,211,6,6672
12750,211,6,6673
12751,211,6,6674
12758,77,6,6675
12759,77,6,6676
12760,77,6,6677
12761,77,6,6678
12762,77,6,6679
12763,77,6,6680
12764,77,6,6681
12765,77,6,6682
12766,77,6,6683
12767,77,6,6684
12768,77,6,6685
12769,77,6,6686
12770,77,6,6687
12771,77,6,6688
12772,77,6,6689
12773,77,6,6690
12774,77,6,6691
12775,77,6,6692
12776,77,6,6693
12777,77,6,6694
12778,77,6,6695
12779,77,6,6696
12780,77,6,6697
12782,259,4,6698
12783,259,4,6699
12786,259,4,6700
12826,214,6,6701
12827,214,6,6702
12828,214,6,6703
12829,214,6,6704
12830,214,6,6705
12831,214,6,6706
12832,214,6,6707
12833,214,6,6708
12834,214,6,6709
12835,214,6,6710
12836,214,6,6711
12837,214,6,6712
12838,214,6,6713
12839,214,6,6714
12840,214,6,6715
12841,212,6,6716
12842,212,6,6717
12843,212,6,6718
12844,212,6,6719
12845,212,6,6720
12846,212,6,6721
12847,212,6,6722
12848,212,6,6723
12849,212,6,6724
12850,212,6,6725
12851,212,6,6726
12852,212,6,6727
12856,212,6,6728
12857,212,6,6729
12858,211,6,6730
12859,211,6,6731
12860,211,6,6732
12861,211,6,6733
12863,211,6,6734
12864,211,NA,6735
12865,211,6,6736
12873,77,6,6737
12874,77,6,6738
12875,77,6,6739
12876,77,6,6740
12877,77,6,6741
12878,77,6,6742
12879,77,6,6743
12880,77,6,6744
12881,77,6,6745
12882,77,6,6746
12883,77,6,6747
12884,77,6,6748
12885,77,6,6749
12886,77,6,6750
12887,77,6,6751
12888,77,6,6752
12889,77,6,6753
12890,77,6,6754
12891,77,6,6755
12892,77,6,6756
12893,77,6,6757
12894,77,6,6758
12895,77,6,6759
12898,259,4,6760
12899,259,4,6761
12900,259,4,6762
12940,214,6,6763
12941,214,6,6764
12942,214,6,6765
12943,214,6,6766
12944,214,6,6767
12945,214,6,6768
12946,214,6,6769
12947,214,6,6770
12948,214,6,6771
12949,214,6,6772
12950,214,6,6773
12951,214,6,6774
12952,214,6,6775
12953,214,6,6776
12954,214,6,6777
12955,214,6,6778
12956,212,6,6779
12957,212,6,6780
12958,212,6,6781
12959,212,6,6782
12960,212,6,6783
12961,212,6,6784
12962,212,6,6785
12963,212,6,6786
12964,212,6,6787
12967,212,6,6788
12968,212,6,6789
12969,212,6,6790
12970,212,6,6791
12971,212,6,6792
12974,211,6,6793
12975,211,6,6794
12976,211,6,6795
12977,211,6,6796
12978,211,6,6797
12979,211,6,6798
12983,77,6,6799
12989,77,6,6800
12990,77,6,6801
12991,77,6,6802
12992,77,6,6803
12993,77,6,6804
12994,77,6,6805
12995,77,6,6806
12996,77,6,6807
12997,77,6,6808
12998,77,6,6809
12999,77,6,6810
13000,77,6,6811
13001,77,6,6812
13002,77,6,6813
13003,77,6,6814
13004,77,6,6815
13005,77,6,6816
13006,77,6,6817
13007,77,6,6818
13008,77,6,6819
13009,77,6,6820
13010,77,6,6821
13011,77,6,6822
13012,77,6,6823
13016,259,4,6824
13018,259,4,6825
13059,214,6,6826
13060,214,6,6827
13061,214,6,6828
13062,214,6,6829
13063,214,6,6830
13064,214,6,6831
13065,214,6,6832
13066,214,6,6833
13067,214,6,6834
13068,214,6,6835
13069,214,6,6836
13070,214,6,6837
13071,214,6,6838
13072,214,6,6839
13073,214,6,6840
13074,212,6,6841
13075,212,6,6842
13076,212,6,6843
13077,212,6,6844
13078,212,6,6845
13079,212,6,6846
13080,212,6,6847
13081,212,6,6848
13082,212,6,6849
13083,212,6,6850
13084,212,6,6851
13085,212,6,6852
13086,212,6,6853
13087,212,6,6854
13088,212,6,6855
13089,212,6,6856
13092,211,6,6857
13094,211,6,6858
13095,211,6,6859
13096,211,NA,6860
13097,211,6,6861
13103,77,6,6862
13104,77,6,6863
13105,77,6,6864
13106,77,NA,6865
13109,77,6,6866
13110,77,6,6867
13111,77,6,6868
13112,77,6,6869
13113,77,6,6870
13114,77,6,6871
13115,77,6,6872
13116,77,6,6873
13117,77,6,6874
13118,77,6,6875
13119,77,6,6876
13120,77,6,6877
13121,77,6,6878
13122,77,6,6879
13123,77,6,6880
13124,77,6,6881
13125,77,6,6882
13126,77,6,6883
13127,77,6,6884
13128,77,6,6885
13129,77,6,6886
13130,77,6,6887
13131,77,6,6888
13132,77,6,6889
13135,259,4,6890
13136,259,4,6891
13139,259,4,6892
13184,214,6,6893
13185,214,6,6894
13186,214,6,6895
13187,214,6,6896
13188,214,6,6897
13189,214,6,6898
13190,214,6,6899
13191,214,6,6900
13192,214,6,6901
13193,214,6,6902
13194,214,6,6903
13196,214,6,6904
13197,214,6,6905
13198,214,6,6906
13199,212,6,6907
13200,212,6,6908
13201,212,6,6909
13202,212,6,6910
13203,212,6,6911
13204,212,6,6912
13208,212,6,6913
13210,212,6,6914
13211,212,6,6915
13212,212,6,6916
13213,212,6,6917
13214,212,6,6918
13215,211,6,6919
13216,211,6,6920
13217,211,6,6921
13218,211,6,6922
13219,211,6,6923
13220,211,6,6924
13221,211,6,6925
13228,77,6,6926
13229,77,6,6927
13230,77,6,6928
13235,77,6,6929
13236,77,6,6930
13237,77,6,6931
13238,77,6,6932
13239,77,6,6933
13240,77,6,6934
13241,77,6,6935
13242,77,6,6936
13243,77,6,6937
13244,77,6,6938
13245,77,6,6939
13246,77,6,6940
13247,77,6,6941
13248,77,6,6942
13249,77,6,6943
13250,77,6,6944
13251,77,6,6945
13252,77,6,6946
13253,77,6,6947
13254,77,6,6948
13255,77,6,6949
13256,77,6,6950
13257,77,6,6951
13261,259,4,6952
13262,259,4,6953
13263,259,4,6954
13264,259,4,6955
13265,259,4,6956
13266,259,4,6957
13267,259,4,6958
13268,259,4,6959
13317,214,6,6960
13318,214,6,6961
13319,214,6,6962
13320,214,6,6963
13321,214,6,6964
13322,214,6,6965
13323,214,6,6966
13324,214,6,6967
13330,214,6,6968
13331,212,6,6969
13332,212,6,6970
13333,212,6,6971
13334,212,6,6972
13335,212,6,6973
13336,212,6,6974
13337,212,6,6975
13338,212,6,6976
13341,212,6,6977
13342,212,6,6978
13343,212,6,6979
13344,212,6,6980
13345,212,6,6981
13346,212,6,6982
13347,212,6,6983
13348,212,6,6984
13349,211,6,6985
13350,211,6,6986
13351,211,6,6987
13352,211,6,6988
13353,211,6,6989
13358,77,6,6990
13362,77,6,6991
13363,77,6,6992
13364,77,6,6993
13365,77,6,6994
13366,77,6,6995
13367,77,6,6996
13368,77,6,6997
13369,77,6,6998
13370,77,6,6999
13371,77,6,7000
13372,77,6,7001
13373,77,6,7002
13374,77,6,7003
13375,77,6,7004
13376,77,6,7005
13377,77,6,7006
13378,77,6,7007
13379,77,6,7008
13380,77,6,7009
13381,77,6,7010
13382,77,6,7011
13383,77,6,7012
13384,77,6,7013
13385,77,6,7014
13388,259,4,7015
13389,259,4,7016
13390,259,4,7017
13391,259,4,7018
13392,259,4,7019
13394,259,4,7020
13395,259,4,7021
13396,259,4,7022
13397,259,4,7023
13398,259,4,7024
13399,259,4,7025
13400,259,4,7026
13401,259,4,7027
13402,259,4,7028
13403,259,4,7029
13404,259,4,7030
13405,259,4,7031
13406,259,4,7032
13446,218,6,7033
13447,214,6,7034
13448,218,6,7035
13449,214,6,7036
13450,214,6,7037
13451,214,6,7038
13452,214,6,7039
13453,214,6,7040
13459,214,6,7041
13460,212,6,7042
13461,212,6,7043
13462,212,6,7044
13463,212,6,7045
13464,212,6,7046
13465,212,6,7047
13466,212,6,7048
13467,212,6,7049
13468,212,6,7050
13469,212,6,7051
13470,212,6,7052
13471,212,6,7053
13472,212,6,7054
13473,212,6,7055
13474,212,6,7056
13475,212,6,7057
13476,212,6,7058
13477,212,6,7059
13478,211,6,7060
13480,211,6,7061
13481,211,6,7062
13482,211,NA,7063
13489,77,6,7064
13490,77,6,7065
13492,77,6,7066
13493,77,6,7067
13494,77,6,7068
13495,77,6,7069
13496,77,6,7070
13497,77,6,7071
13498,77,6,7072
13499,77,6,7073
13500,77,6,7074
13501,77,6,7075
13502,77,6,7076
13503,77,6,7077
13504,77,6,7078
13505,77,6,7079
13506,77,6,7080
13507,77,6,7081
13508,77,6,7082
13509,77,6,7083
13510,77,6,7084
13511,77,6,7085
13512,77,6,7086
13513,77,6,7087
13514,77,6,7088
13515,77,6,7089
13516,77,6,7090
13520,259,4,7091
13521,259,4,7092
13522,259,4,7093
13529,259,4,7094
13530,259,4,7095
13531,259,4,7096
13532,259,4,7097
13533,259,4,7098
13534,259,4,7099
13535,259,4,7100
13536,259,4,7101
13537,259,4,7102
13538,259,4,7103
13539,259,4,7104
13540,259,4,7105
13577,218,6,7106
13578,218,6,7107
13579,218,6,7108
13580,218,6,7109
13581,214,6,7110
13582,218,6,7111
13583,214,6,7112
13584,214,6,7113
13589,214,6,7114
13590,214,6,7115
13591,214,6,7116
13592,212,6,7117
13593,212,6,7118
13594,212,6,7119
13595,212,6,7120
13596,212,6,7121
13597,212,6,7122
13598,212,6,7123
13599,212,6,7124
13600,212,6,7125
13601,212,6,7126
13602,212,6,7127
13603,212,6,7128
13604,212,6,7129
13605,212,6,7130
13606,212,6,7131
13607,212,6,7132
13608,212,6,7133
13609,212,6,7134
13610,212,NA,7135
13611,211,6,7136
13612,211,6,7137
13617,77,6,7138
13618,77,6,7139
13619,77,6,7140
13620,77,6,7141
13623,77,6,7142
13624,77,6,7143
13625,77,6,7144
13626,77,6,7145
13628,77,6,7146
13629,77,6,7147
13630,77,6,7148
13631,77,6,7149
13632,77,6,7150
13633,77,6,7151
13634,77,6,7152
13635,77,6,7153
13636,77,6,7154
13637,77,6,7155
13638,77,6,7156
13639,77,6,7157
13640,77,6,7158
13641,77,6,7159
13642,77,6,7160
13643,77,6,7161
13644,77,6,7162
13645,77,6,7163
13646,77,6,7164
13651,259,4,7165
13652,259,4,7166
13653,259,4,7167
13654,259,4,7168
13655,259,4,7169
13656,259,4,7170
13658,259,4,7171
13659,259,4,7172
13660,259,4,7173
13661,259,4,7174
13662,259,4,7175
13663,259,4,7176
13664,259,4,7177
13665,259,4,7178
13666,259,4,7179
13667,259,4,7180
13668,259,4,7181
13701,218,6,7182
13702,218,6,7183
13705,218,6,7184
13706,218,6,7185
13707,218,6,7186
13708,218,6,7187
13709,218,6,7188
13712,214,6,7189
13718,218,6,7190
13719,212,6,7191
13720,212,6,7192
13721,212,6,7193
13722,212,6,7194
13723,212,6,7195
13724,212,6,7196
13725,212,6,7197
13726,212,6,7198
13727,212,6,7199
13728,212,6,7200
13729,212,6,7201
13730,212,6,7202
13731,212,6,7203
13732,212,6,7204
13733,212,6,7205
13734,212,6,7206
13735,212,6,7207
13736,212,6,7208
13737,212,6,7209
13740,211,6,7210
13744,77,6,7211
13745,77,6,7212
13746,77,6,7213
13747,77,6,7214
13748,77,6,7215
13749,77,6,7216
13753,77,6,7217
13754,77,6,7218
13755,77,6,7219
13757,77,6,7220
13758,77,6,7221
13759,77,6,7222
13760,77,6,7223
13761,77,6,7224
13762,77,6,7225
13763,77,6,7226
13764,77,6,7227
13765,77,6,7228
13766,77,6,7229
13767,77,6,7230
13768,77,6,7231
13769,77,6,7232
13770,77,6,7233
13771,77,6,7234
13772,77,6,7235
13773,77,6,7236
13774,77,6,7237
13775,77,6,7238
13777,259,NA,7239
13778,259,4,7240
13779,259,4,7241
13780,259,4,7242
13782,259,4,7243
13783,259,4,7244
13784,259,4,7245
13785,259,4,7246
13786,259,4,7247
13787,259,4,7248
13788,259,4,7249
13789,259,4,7250
13790,259,4,7251
13791,259,4,7252
13792,259,4,7253
13793,259,4,7254
13794,259,4,7255
13795,259,4,7256
13828,218,6,7257
13829,218,6,7258
13831,218,6,7259
13832,218,6,7260
13833,218,6,7261
13834,218,6,7262
13835,218,6,7263
13836,218,6,7264
13840,214,6,7265
13845,218,6,7266
13846,218,6,7267
13847,212,6,7268
13848,212,6,7269
13849,212,6,7270
13850,212,6,7271
13851,212,6,7272
13852,212,6,7273
13853,212,6,7274
13854,212,6,7275
13855,212,6,7276
13856,212,6,7277
13857,212,6,7278
13858,212,6,7279
13859,212,6,7280
13860,212,6,7281
13861,212,6,7282
13862,212,6,7283
13863,212,6,7284
13869,77,6,7285
13870,77,6,7286
13871,77,6,7287
13872,77,6,7288
13873,77,6,7289
13874,77,6,7290
13878,77,6,7291
13879,77,6,7292
13880,77,6,7293
13881,77,6,7294
13882,77,6,7295
13883,77,6,7296
13884,77,6,7297
13885,77,6,7298
13886,77,6,7299
13887,77,6,7300
13888,77,6,7301
13889,77,6,7302
13890,77,6,7303
13891,77,6,7304
13892,77,6,7305
13893,77,6,7306
13894,77,6,7307
13895,77,6,7308
13896,77,6,7309
13900,259,4,7310
13901,259,4,7311
13906,259,4,7312
13907,259,4,7313
13908,259,4,7314
13909,259,4,7315
13910,259,4,7316
13911,259,4,7317
13912,259,4,7318
13913,259,4,7319
13914,259,4,7320
13915,259,4,7321
13916,259,4,7322
13944,218,6,7323
13945,218,6,7324
13946,218,6,7325
13947,218,6,7326
13948,218,6,7327
13949,218,6,7328
13950,218,6,7329
13951,218,6,7330
13952,218,6,7331
13959,218,6,7332
13961,218,6,7333
13962,218,6,7334
13963,212,6,7335
13964,212,6,7336
13965,212,6,7337
13966,212,6,7338
13967,212,6,7339
13968,212,6,7340
13969,212,6,7341
13970,212,6,7342
13971,212,6,7343
13972,212,6,7344
13973,212,6,7345
13974,212,6,7346
13975,212,6,7347
13976,212,6,7348
13977,212,6,7349
13978,212,6,7350
13983,77,NA,7351
13984,77,6,7352
13985,77,6,7353
13986,77,6,7354
13987,77,6,7355
13990,77,6,7356
13991,77,6,7357
13992,77,6,7358
13993,77,6,7359
13994,168,6,7360
13995,77,6,7361
13996,168,6,7362
13997,77,6,7363
13998,77,6,7364
13999,77,6,7365
14000,77,6,7366
14001,77,6,7367
14002,77,6,7368
14003,77,6,7369
14004,77,6,7370
14005,77,6,7371
14006,77,6,7372
14007,77,6,7373
14008,77,6,7374
14011,259,4,7375
14012,259,4,7376
14018,259,4,7377
14019,259,4,7378
14020,259,4,7379
14021,259,4,7380
14022,259,4,7381
14023,259,4,7382
14024,259,4,7383
14025,259,4,7384
14026,259,4,7385
14027,259,4,7386
14055,218,6,7387
14056,218,6,7388
14057,218,6,7389
14058,218,6,7390
14059,218,6,7391
14060,218,6,7392
14061,218,6,7393
14070,218,6,7394
14071,218,6,7395
14072,218,6,7396
14073,218,6,7397
14074,212,6,7398
14076,212,6,7399
14077,212,6,7400
14078,212,6,7401
14079,212,6,7402
14080,212,6,7403
14081,212,6,7404
14082,212,6,7405
14083,212,6,7406
14092,77,6,7407
14093,77,6,7408
14094,77,6,7409
14100,77,6,7410
14101,168,6,7411
14102,168,6,7412
14103,168,6,7413
14104,168,6,7414
14105,168,6,7415
14106,168,6,7416
14107,168,6,7417
14108,168,6,7418
14109,77,6,7419
14110,77,6,7420
14111,77,6,7421
14112,77,6,7422
14113,77,6,7423
14114,77,6,7424
14115,77,6,7425
14116,77,6,7426
14120,259,4,7427
14121,259,4,7428
14125,259,4,7429
14127,259,4,7430
14128,259,4,7431
14129,259,4,7432
14130,259,4,7433
14131,259,4,7434
14132,259,4,7435
14133,259,4,7436
14134,259,4,7437
14135,259,4,7438
14162,218,6,7439
14163,218,6,7440
14164,218,6,7441
14165,218,6,7442
14166,218,6,7443
14167,218,6,7444
14168,218,6,7445
14175,218,6,7446
14176,218,6,7447
14177,218,6,7448
14178,218,6,7449
14179,218,6,7450
14180,218,6,7451
14183,212,6,7452
14184,212,6,7453
14185,212,6,7454
14186,212,6,7455
14187,212,6,7456
14188,212,6,7457
14189,212,6,7458
14190,212,6,7459
14191,212,6,7460
14192,212,6,7461
14193,212,6,7462
14194,212,6,7463
14196,217,6,7464
14199,77,6,7465
14202,77,6,7466
14203,168,6,7467
14204,168,6,7468
14205,168,6,7469
14206,168,6,7470
14207,168,6,7471
14208,168,6,7472
14209,168,6,7473
14210,168,6,7474
14211,168,6,7475
14212,168,6,7476
14213,77,6,7477
14214,77,6,7478
14215,77,6,7479
14216,77,6,7480
14217,77,6,7481
14218,77,6,7482
14219,77,6,7483
14222,259,4,7484
14223,259,4,7485
14228,259,4,7486
14229,259,4,7487
14230,259,4,7488
14231,259,4,7489
14232,259,4,7490
14233,259,4,7491
14234,259,4,7492
14235,259,4,7493
14236,259,4,7494
14237,259,4,7495
14238,259,4,7496
14239,259,4,7497
14265,218,6,7498
14266,218,6,7499
14267,218,6,7500
14268,218,6,7501
14269,218,6,7502
14270,218,6,7503
14271,218,6,7504
14272,218,6,7505
14275,218,6,7506
14277,218,6,7507
14278,218,6,7508
14279,218,6,7509
14280,218,6,7510
14281,218,6,7511
14282,218,6,7512
14283,218,6,7513
14287,212,6,7514
14288,212,6,7515
14289,212,6,7516
14290,212,6,7517
