species,rep,target,shortfall,shortfall_perc,carbon_weight,scenario,country_contraint,target_met,spp
11192880703,0,55.893627547411135,-55.893627547411135,-1,IC,IC,IC,no,biodiv
11192880711,0,1.0749865229581983,-1.0749865229581983,-1,IC,IC,IC,no,biodiv
11192880713,0,4.011340658664747,-4.011340658664747,-1,IC,IC,IC,no,biodiv
11192880716,0,3.998011167436497,-3.998011167436497,-1,IC,IC,IC,no,biodiv
11192880724,0,28.115265695761405,-28.115265695761405,-1,IC,IC,IC,no,biodiv
11192880726,0,0,0,NA,IC,IC,IC,yes,biodiv
11192880909,0,0,0,NA,IC,IC,IC,yes,biodiv
11192880911,0,2.7926113715178995,-2.7926113715178995,-1,IC,IC,IC,no,biodiv
11192880912,0,13.432182594285823,-13.432182594285823,-1,IC,IC,IC,no,biodiv
11192880913,0,0.304124441742897,-0.304124441742897,-1,IC,IC,IC,no,biodiv
11192880916,0,0,0,NA,IC,IC,IC,yes,biodiv
11192881114,0,0,0,NA,IC,IC,IC,yes,biodiv
11192881124,0,0.3040215779095888,-0.3040215779095888,-1,IC,IC,IC,no,biodiv
11192881127,0,0,0,NA,IC,IC,IC,yes,biodiv
11192881224,0,8.773841462745771,-8.773841462745771,-1,IC,IC,IC,no,biodiv
14211990101,0,15.245975642933846,-15.245975642933846,-1,IC,IC,IC,no,biodiv
14211990103,0,31.73808737650606,-31.73808737650606,-1,IC,IC,IC,no,biodiv
14211990113,0,3.76394778002843,-3.76394778002843,-1,IC,IC,IC,no,biodiv
14211990116,0,9.59400315889637,-9.59400315889637,-1,IC,IC,IC,no,biodiv
14211990124,0,20.85309537196355,-20.85309537196355,-1,IC,IC,IC,no,biodiv
14211990126,0,1.4518033919190427,-1.4518033919190427,-1,IC,IC,IC,no,biodiv
14211990127,0,0.07332408231269472,-0.07332408231269472,-1,IC,IC,IC,no,biodiv
14211990701,0,3.6441937035736647,-3.6441937035736647,-1,IC,IC,IC,no,biodiv
14211990703,0,21.16610762364256,-21.16610762364256,-1,IC,IC,IC,no,biodiv
14211990705,0,0.01993926448631097,-0.01993926448631097,-1,IC,IC,IC,no,biodiv
14211990713,0,0.19490648264052252,-0.19490648264052252,-1,IC,IC,IC,no,biodiv
14211990716,0,2.5722511075862817,-2.5722511075862817,-1,IC,IC,IC,no,biodiv
14211990724,0,4.544555819558666,-4.544555819558666,-1,IC,IC,IC,no,biodiv
14211990726,0,0.20411866791109615,-0.20411866791109615,-1,IC,IC,IC,no,biodiv
14211990912,0,4.094767077504356,-4.094767077504356,-1,IC,IC,IC,no,biodiv
14211990913,0,0.20912527451764612,-0.20912527451764612,-1,IC,IC,IC,no,biodiv
14211991105,0,0.02648030131007315,-0.02648030131007315,-1,IC,IC,IC,no,biodiv
14211991114,0,1.5571658559116128,-1.5571658559116128,-1,IC,IC,IC,no,biodiv
14211991124,0,0.00549687620878103,-0.00549687620878103,-1,IC,IC,IC,no,biodiv
14211991127,0,0.03525839778842506,-0.03525839778842506,-1,IC,IC,IC,no,biodiv
14219880101,0,19.84117565207394,-19.84117565207394,-1,IC,IC,IC,no,biodiv
14219880106,0,2.1588243479260627,-2.1588243479260627,-1,IC,IC,IC,no,biodiv
14220020101,0,3.52932589663974,-3.52932589663974,-1,IC,IC,IC,no,biodiv
14220020103,0,12.52877055954169,-12.52877055954169,-1,IC,IC,IC,no,biodiv
14220020113,0,5.562257692600334,-5.562257692600334,-1,IC,IC,IC,no,biodiv
14220020116,0,0.16842587020080407,-0.16842587020080407,-1,IC,IC,IC,no,biodiv
14220020122,0,0.9131236961560742,-0.9131236961560742,-1,IC,IC,IC,no,biodiv
14220020124,0,17.26583192831774,-17.26583192831774,-1,IC,IC,IC,no,biodiv
14220020126,0,3.5476723375163326,-3.5476723375163326,-1,IC,IC,IC,no,biodiv
14220020127,0,17.043572520812646,-17.043572520812646,-1,IC,IC,IC,no,biodiv
14220020406,0,11.138620285175708,-11.138620285175708,-1,IC,IC,IC,no,biodiv
14220020411,0,3.8158434643058583,-3.8158434643058583,-1,IC,IC,IC,no,biodiv
14220020503,0,3.6797232997120672,-3.6797232997120672,-1,IC,IC,IC,no,biodiv
14220020524,0,6.497218126617218,-6.497218126617218,-1,IC,IC,IC,no,biodiv
14220020701,0,6.84979545442484,-6.84979545442484,-1,IC,IC,IC,no,biodiv
14220020703,0,71.19557048534112,-71.19557048534112,-1,IC,IC,IC,no,biodiv
14220020705,0,28.097319331577843,-28.097319331577843,-1,IC,IC,IC,no,biodiv
14220020706,0,59.36805814014852,-59.36805814014852,-1,IC,IC,IC,no,biodiv
14220020711,0,34.0722246738086,-34.0722246738086,-1,IC,IC,IC,no,biodiv
14220020713,0,8.489117035412585,-8.489117035412585,-1,IC,IC,IC,no,biodiv
14220020716,0,0.9221691734695314,-0.9221691734695314,-1,IC,IC,IC,no,biodiv
14220020722,0,0.732997854647658,-0.732997854647658,-1,IC,IC,IC,no,biodiv
14220020724,0,51.460389233333416,-51.460389233333416,-1,IC,IC,IC,no,biodiv
14220020726,0,5.376473358388839,-5.376473358388839,-1,IC,IC,IC,no,biodiv
14220020912,0,57.9998618352348,-57.9998618352348,-1,IC,IC,IC,no,biodiv
14220020913,0,12.932908352598249,-12.932908352598249,-1,IC,IC,IC,no,biodiv
14220021105,0,0.29913255515578524,-0.29913255515578524,-1,IC,IC,IC,no,biodiv
14220021114,0,47.464467815963864,-47.464467815963864,-1,IC,IC,IC,no,biodiv
14220021124,0,8.586760030719674,-8.586760030719674,-1,IC,IC,IC,no,biodiv
14220021127,0,6.101361767277821,-6.101361767277821,-1,IC,IC,IC,no,biodiv
14220021224,0,12.583800901415048,-12.583800901415048,-1,IC,IC,IC,no,biodiv
14220120101,2.2307446770554136,4.995432980402371,-2.7646883033469574,-0.5534431778372628,IC,IC,IC,no,biodiv
14220120106,4.697151560895576,8.439237305036478,-3.742085744140902,-0.44341515813373933,IC,IC,IC,no,biodiv
14220120109,2.1195786989355483,18.359828247148155,-16.240249548212606,-0.8845534571237188,IC,IC,IC,no,biodiv
14220120111,32.803365236162094,60.89731793242713,-28.093952696265035,-0.461333169507377,IC,IC,IC,no,biodiv
14220120116,2.3780685638133994,10.204025682719296,-7.8259571189058965,-0.7669480029003943,IC,IC,IC,no,biodiv
14220120402,0,0.4724243173739617,-0.4724243173739617,-1,IC,IC,IC,no,biodiv
14220120406,11.255200898276179,22.142406538747263,-10.887205640471084,-0.4916902605604062,IC,IC,IC,no,biodiv
14220120409,39.40855681882099,101.00185200926629,-61.593295190445296,-0.6098234236813251,IC,IC,IC,no,biodiv
14220120411,408.25085691148763,539.8572727634474,-131.6064158519598,-0.24378001833389507,IC,IC,IC,no,biodiv
14220120423,2.4403656027582725,6.69479431768796,-4.254428714929688,-0.6354831101665496,IC,IC,IC,no,biodiv
14220120701,0,0.21553037765475627,-0.21553037765475627,-1,IC,IC,IC,no,biodiv
14220120702,4.040555491812615,7.217205314194754,-3.1766498223821387,-0.44014957093354734,IC,IC,IC,no,biodiv
14220120706,80.6339322680157,145.7259288736088,-65.09199660559311,-0.44667408956472515,IC,IC,IC,no,biodiv
14220120711,321.95318332287457,446.4669077817212,-124.51372445884664,-0.2788867938219549,IC,IC,IC,no,biodiv
14220120716,7.068352303298044,17.336204067036,-10.267851763737955,-0.5922779706580523,IC,IC,IC,no,biodiv
14220120718,1.4665058819562578,2.9181268208791304,-1.4516209389228727,-0.4974495722860837,IC,IC,IC,no,biodiv
14220120909,175.77287443933162,442.0941697755522,-266.3212953362206,-0.6024085218573,IC,IC,IC,no,biodiv
14220120911,140.8724543535407,180.0965866814047,-39.224132327864,-0.2177949790756027,IC,IC,IC,no,biodiv
14220120916,81.17263849791333,153.34837576712235,-72.17573726920902,-0.47066515643319506,IC,IC,IC,no,biodiv
14220120923,42.52400698501021,73.68299779275215,-31.158990807741937,-0.42287897807012004,IC,IC,IC,no,biodiv
14251870101,0,2.4853178396812408,-2.4853178396812408,-1,IC,IC,IC,no,biodiv
14251870122,0,0.6765429005331872,-0.6765429005331872,-1,IC,IC,IC,no,biodiv
14251870126,0,0.04034895357088476,-0.04034895357088476,-1,IC,IC,IC,no,biodiv
14251870127,0,3.888226716826548,-3.888226716826548,-1,IC,IC,IC,no,biodiv
14251870402,0,7.01444785851309,-7.01444785851309,-1,IC,IC,IC,no,biodiv
14251870406,11.351297631094603,69.60248009128034,-58.25118246018574,-0.836912454610699,IC,IC,IC,no,biodiv
14251870407,1.0234166292273588,18.977161793186987,-17.953745163959628,-0.946071143810621,IC,IC,IC,no,biodiv
14251870421,11.251486894902817,49.95148792653957,-38.70000103163675,-0.7747517168767895,IC,IC,IC,no,biodiv
14251870608,2.057964182194701,43.555471059024605,-41.4975068768299,-0.9527507306853407,IC,IC,IC,no,biodiv
14251870610,1.35768876809783,95.53112829581424,-94.17343952771641,-0.9857879960980497,IC,IC,IC,no,biodiv
14251870617,6.342451572094902,65.35344640576658,-59.010994833671674,-0.9029515362859997,IC,IC,IC,no,biodiv
14251870619,0,27.601382263079177,-27.601382263079177,-1,IC,IC,IC,no,biodiv
14251870625,5.201397000889375,109.02160031485926,-103.82020331396988,-0.9522902160134551,IC,IC,IC,no,biodiv
14251870701,0.01884752698242664,5.800620707477819,-5.781773180495392,-0.9967507741097208,IC,IC,IC,no,biodiv
14251870705,0,3.85754879407161,-3.85754879407161,-1,IC,IC,IC,no,biodiv
14251870706,9.29916827299478,84.69169495436067,-75.3925266813659,-0.8901997618774073,IC,IC,IC,no,biodiv
14251870707,3.642202292360968,36.08164903347181,-32.43944674111084,-0.89905665650197375,IC,IC,IC,no,biodiv
14251870713,0.08785739652812725,14.217343622716657,-14.12948622618853,-0.9938204070423009,IC,IC,IC,no,biodiv
14251870717,0,0,0,NA,IC,IC,IC,yes,biodiv
14251870722,7.766673045439363,168.78449368735838,-161.017820641919,-0.9539846766976966,IC,IC,IC,no,biodiv
14251870724,0,1.0432495723689303,-1.0432495723689303,-1,IC,IC,IC,no,biodiv
14251870725,0.5875688781262173,7.374085870576521,-6.786516992450304,-0.9203197672987934,IC,IC,IC,no,biodiv
14251870726,0.055882319528609496,0.0954070835180977,-0.0395247639894882,-0.41427494198573606,IC,IC,IC,no,biodiv
14251871105,0,0.33174910674708813,-0.33174910674708813,-1,IC,IC,IC,no,biodiv
14251871114,0.5522376653296728,37.923114233122675,-37.370876567793005,-0.9854379663564831,IC,IC,IC,no,biodiv
14251871124,0,4.1848077668475465,-4.1848077668475465,-1,IC,IC,IC,no,biodiv
14251871127,0,4.233000760616893,-4.233000760616893,-1,IC,IC,IC,no,biodiv
14260580101,6.163552299551699,10.63561342149806,-4.4720611219463615,-0.4204798486664493,IC,IC,IC,no,biodiv
14260580103,18.962136562624014,25.114024993188178,-6.1518884305641635,-0.24495828256254326,IC,IC,IC,no,biodiv
14260580106,0.33201570342207554,2.42812002963892,-2.0961043262168446,-0.8632622360635736,IC,IC,IC,no,biodiv
14260580116,0.4966308912779915,1.511451585970511,-1.0148206946925196,-0.6714212377771253,IC,IC,IC,no,biodiv
14260580122,5.037010208476579,10.654159031477976,-5.617148823001397,-0.5272259224219755,IC,IC,IC,no,biodiv
14260580124,7.28195093049796,20.578620847834863,-13.296669917336903,-0.6461399923569652,IC,IC,IC,no,biodiv
14260580126,4.449557395798372,7.432047688003316,-2.982490292204944,-0.4013012856496102,IC,IC,IC,no,biodiv
14260580127,10.761786089619484,20.62703466651212,-9.865248576892636,-0.4782679011495925,IC,IC,IC,no,biodiv
14260580402,3.1818844770473516,6.123520894275029,-2.9416364172276777,-0.4803831762830853,IC,IC,IC,no,biodiv
14260580406,72.70768670603303,124.00168252798623,-51.2939958219532,-0.4136556438286758,IC,IC,IC,no,biodiv
14260580407,21.41918458083786,37.164360894456,-15.745176313618142,-0.42366331438695426,IC,IC,IC,no,biodiv
14260580411,57.373642804351036,97.81162643657082,-40.43798363221978,-0.4134271671521905,IC,IC,IC,no,biodiv
14260580421,3.4650378317939854,9.259093592154574,-5.794055760360589,-0.6257692184114021,IC,IC,IC,no,biodiv
14260580503,4.361685229966047,5.085553689874419,-0.7238684599083722,-0.14233818066843518,IC,IC,IC,no,biodiv
14260580524,0.41900394548429176,1.2314391739782875,-0.8124352284939957,-0.659744505178719,IC,IC,IC,no,biodiv
14260580608,62.56383618039882,132.6782054299943,-70.11436924959548,-0.5284543080935045,IC,IC,IC,no,biodiv
14260580610,155.5508583735771,357.8516344631418,-202.3007760895647,-0.565320251765963,IC,IC,IC,no,biodiv
14260580617,125.26696521654254,219.2158660654791,-93.94890084893656,-0.4285679797504908,IC,IC,IC,no,biodiv
14260580619,33.73894404243417,84.22931808661866,-50.49037404418449,-0.5994394255010096,IC,IC,IC,no,biodiv
14260580625,40.94332491909778,78.23551116117387,-37.29218624207609,-0.47666571980657263,IC,IC,IC,no,biodiv
14260580701,35.90189019618458,43.07736268323834,-7.17547248705376,-0.166571768560144,IC,IC,IC,no,biodiv
14260580702,0,0.6581777855458739,-0.6581777855458739,-1,IC,IC,IC,no,biodiv
14260580703,41.639921927137635,40.72653368457716,0.9133882425604725,0.022427350425513033,IC,IC,IC,yes,biodiv
14260580705,118.10480592787708,160.76360677368208,-42.658800845805004,-0.26535110589960026,IC,IC,IC,no,biodiv
14260580706,336.97516675436367,519.0860042162254,-182.11083746186176,-0.3508297969559654,IC,IC,IC,no,biodiv
14260580707,14.300543970307434,32.2440202090865,-17.943476238779066,-0.556490044430704,IC,IC,IC,no,biodiv
14260580711,55.572467833510785,89.18725072950733,-33.61478289599654,-0.37690121201230387,IC,IC,IC,no,biodiv
14260580713,8.76685670660741,19.54797237115045,-10.78111566454304,-0.5515209178653316,IC,IC,IC,no,biodiv
14260580716,14.721356047717393,19.942513595755052,-5.2211575480376595,-0.2618104043388508,IC,IC,IC,no,biodiv
14260580717,0,0,0,NA,IC,IC,IC,yes,biodiv
14260580722,296.1460092645936,533.1982366616106,-237.05222739701702,-0.44458554267023964,IC,IC,IC,no,biodiv
14260580724,24.465794931562947,43.65562483752356,-19.189829905960615,-0.43957290675327304,IC,IC,IC,no,biodiv
14260580726,16.79655754216974,19.766046234650123,-2.9694886924803825,-0.15023179938104325,IC,IC,IC,no,biodiv
14260580911,1.9386177888134897,3.243882641732577,-1.3052648529190873,-0.4023773351498122,IC,IC,IC,no,biodiv
14260580912,9.57723076583886,14.730480580283162,-5.153249814444303,-0.3498358241849868,IC,IC,IC,no,biodiv
14260581105,1.9175091990515718,2.060089856382176,-0.1425806573306041,-0.06921089237388749,IC,IC,IC,no,biodiv
14260581114,45.57268087742513,55.40319854215905,-9.830517664733925,-0.1774359228962818,IC,IC,IC,no,biodiv
14260581124,3.0272838356566854,4.582168311847545,-1.55488447619086,-0.33933377614492855,IC,IC,IC,no,biodiv
14260581127,13.358764566561254,18.20069007839582,-4.841925511834566,-0.2660297763974302,IC,IC,IC,no,biodiv
14260581224,3.2024010865684684,4.926373561930271,-1.7239724753618026,-0.3499475737455665,IC,IC,IC,no,biodiv
14291780101,0.17366532318734976,0.4663992980189598,-0.29273397483161,-0.6276466883097881,IC,IC,IC,no,biodiv
14291780106,0,0.5053354361531502,-0.5053354361531502,-1,IC,IC,IC,no,biodiv
14291780127,0.16988002093068116,1.9731766867932916,-1.8032966658626104,-0.9139053172137556,IC,IC,IC,no,biodiv
14291780402,0.28476377080531906,2.176374499386275,-1.891610728580956,-0.8691568152054617,IC,IC,IC,no,biodiv
14291780406,1.4918602394746905,13.29683947177001,-11.80497923229532,-0.8878033954879279,IC,IC,IC,no,biodiv
14291780411,10.910272525435953,38.07718618540781,-27.166913659971858,-0.7134695701433669,IC,IC,IC,no,biodiv
14291780421,0.07509199480118696,1.1760994504292754,-1.1010074556280884,-0.936151662366836,IC,IC,IC,no,biodiv
14291780608,12.07521379754514,85.35414798418854,-73.2789341866434,-0.8585280963757963,IC,IC,IC,no,biodiv
14291780610,58.11375092613386,328.96075774725716,-270.8470068211233,-0.8233413878175004,IC,IC,IC,no,biodiv
14291780617,11.127269168380916,68.0285079955976,-56.90123882721667,-0.8364322620584151,IC,IC,IC,no,biodiv
14291780619,0.11559736952529848,22.15767134359008,-22.042073974064785,-0.9947829639797082,IC,IC,IC,no,biodiv
14291780625,39.89199052486462,313.20431116117516,-273.3123206363105,-0.8726326902175487,IC,IC,IC,no,biodiv
14291780701,0.17003678074929401,1.3346613816401889,-1.164624600890895,-0.8725993101408742,IC,IC,IC,no,biodiv
14291780702,0.5363419568924221,4.270722139894803,-3.734380183002381,-0.8744142233271974,IC,IC,IC,no,biodiv
14291780705,0.2106062702037765,2.197523447531969,-1.9869171773281926,-0.9041619917911193,IC,IC,IC,no,biodiv
14291780706,18.32888414610173,88.56014420025885,-70.23126005415712,-0.7930346171901541,IC,IC,IC,no,biodiv
14291780707,0,0.09321348674129694,-0.09321348674129694,-1,IC,IC,IC,no,biodiv
14291780711,11.671655969907224,52.99874485292054,-41.32708888301332,-0.7797748606632513,IC,IC,IC,no,biodiv
14291780713,0,1.1162773371457198,-1.1162773371457198,-1,IC,IC,IC,no,biodiv
14291780717,0,0,0,NA,IC,IC,IC,yes,biodiv
14291780718,0,1.1643031849055303,-1.1643031849055303,-1,IC,IC,IC,no,biodiv
14291780722,9.619235618623916,73.82987186226833,-64.21063624364442,-0.8697107908223264,IC,IC,IC,no,biodiv
14291780725,2.0758909206707625,7.765126141822505,-5.689235221151742,-0.7326648810648241,IC,IC,IC,no,biodiv
14291780726,0.0787553333739197,22,-21.92124466662608,-0.9964202121193673,IC,IC,IC,no,biodiv
14291781114,0.6974434028928955,4.6069379115311255,-3.90949450863823,-0.8486102013341223,IC,IC,IC,no,biodiv
14291781127,0.05988816181197761,0.5725006920674127,-0.5126125302554351,-0.8953919835525269,IC,IC,IC,no,biodiv
14291940101,2.1571790360445178,3.395696427765144,-1.238517391720626,-0.36473148235331165,IC,IC,IC,no,biodiv
14291940106,2.808028159819216,4.413766913962419,-1.6057387541432036,-0.36380234512693516,IC,IC,IC,no,biodiv
14291940109,0.20079032203648242,0.6652845436838106,-0.46449422164732823,-0.6981888066650893,IC,IC,IC,no,biodiv
14291940111,0,0.7337978026960172,-0.7337978026960172,-1,IC,IC,IC,no,biodiv
14291940116,2.4864052146864424,4.958904121499113,-2.472498906812671,-0.49859784465145424,IC,IC,IC,no,biodiv
14291940122,2.4900533640648064,3.2030172004488127,-0.7129638363840063,-0.22259132304506654,IC,IC,IC,no,biodiv
14291940124,4.944884872793409,6.602832498989034,-1.6579476261956252,-0.2510964236105452,IC,IC,IC,no,biodiv
14291940126,0.10643921047449112,0.6783734110140358,-0.5719342005395447,-0.8430964292728023,IC,IC,IC,no,biodiv
14291940127,3.826547041400204,7.95724420205795,-4.130697160657746,-0.519111523508282,IC,IC,IC,no,biodiv
14291940402,14.159444060458066,18.2932501179317,-4.133806057473633,-0.22597439114559134,IC,IC,IC,no,biodiv
14291940406,68.23215812774673,91.38212842257612,-23.149970294829387,-0.2533314849899047,IC,IC,IC,no,biodiv
14291940407,0.4993296196953452,5.681502496167469,-5.182172876472124,-0.9121131038783887,IC,IC,IC,no,biodiv
14291940411,36.26333273036793,62.98424014208702,-26.72090741171909,-0.42424751575059133,IC,IC,IC,no,biodiv
14291940421,49.82029670588277,58.63640884365985,-8.816112137777083,-0.15035218410600767,IC,IC,IC,no,biodiv
14291940608,38.264444824311944,77.17561043977034,-38.911165615458394,-0.5041899298720233,IC,IC,IC,no,biodiv
14291940610,24.105806622009013,44.34529557975696,-20.239488957747945,-0.456406676134255,IC,IC,IC,no,biodiv
14291940617,88.5156443771434,116.8636124805968,-28.347968103453397,-0.24257309441088937,IC,IC,IC,no,biodiv
14291940619,18.844771315640422,82.17969370853393,-63.33492239289351,-0.7706882264312517,IC,IC,IC,no,biodiv
14291940625,80.92306961689707,127.01225799939256,-46.08918838249549,-0.36287197085115924,IC,IC,IC,no,biodiv
14291940701,8.1556976359687,10.303819990995144,-2.1481223550264446,-0.20847824951365232,IC,IC,IC,no,biodiv
14291940702,9.019454725951755,12.778707379702126,-3.759252653750371,-0.2941809795035779,IC,IC,IC,no,biodiv
14291940703,0,0.0594328500839689,-0.0594328500839689,-1,IC,IC,IC,no,biodiv
14291940705,46.68509683033605,66.86342568965937,-20.178328859323315,-0.3017842512733229,IC,IC,IC,no,biodiv
14291940706,180.50922313945367,260.14053603407683,-79.63131289462316,-0.30610882144177615,IC,IC,IC,no,biodiv
14291940707,10.833308917857114,26.878593528985324,-16.04528461112821,-0.596954025657083,IC,IC,IC,no,biodiv
14291940711,39.276284612393766,76.11498256433246,-36.8386979519387,-0.4839874714653267,IC,IC,IC,no,biodiv
14291940713,3.7254956834122335,7.089500996812908,-3.3640053134006744,-0.47450523173816694,IC,IC,IC,no,biodiv
14291940716,0.3766562184841788,1.0128257866035142,-0.6361695681193353,-0.6281135181724726,IC,IC,IC,no,biodiv
14291940717,0,0,0,NA,IC,IC,IC,yes,biodiv
14291940718,0.7655270795837055,1.7057449019127378,-0.9402178223290323,-0.5512065850378439,IC,IC,IC,no,biodiv
14291940722,106.8070275808703,194.88096087716912,-88.07393329629882,-0.45193708456625814,IC,IC,IC,no,biodiv
14291940724,2.458640673273756,6.37305156748201,-3.9144108942082543,-0.6142129641914754,IC,IC,IC,no,biodiv
14291940725,9.081749946508364,9.891753076579343,-0.8100031300709798,-0.08188671146561678,IC,IC,IC,no,biodiv
