NUTS2,name,area_2020_f455,area_2020_ref,area_2030_ref,area_2030_f455,f455_change,ref_change,area,perc_f455_change,perc_ref_change,diff_2020
DEA5,WoodlandForest_prod,179.84584375,191.150578125,132.142578125,257.163703125,77.31785937499998,-59.00800000000001,805.0972732669468,0.0960354257085698,-0.07329300689413051,11.30473437500001
HU07,WoodlandForest_prod,0.20723292541503907,11.226208984375,45.60024609375,56.809859375,56.60262644958496,34.374037109375,1864.521952578263,0.03035771521558906,0.018435844674203245,11.018976058959963
GR13,Cropland_low,14.868660168321034,25.656094459477433,37.15232502254953,20.971173585814935,6.102513417493901,11.4962305630721,952.3119387925274,0.006408103446893158,0.012071916873843468,10.7874342911564
NL11,Cropland_high,141.65828504429467,152.36651188875416,116.08623887281118,114.78570073128867,-26.872584313006,-36.28027301594298,242.10789850124362,-0.1109942487599923,-0.14985167043509992,10.708226844459489
HU05,WoodlandForest_multi,301.83315625,312.44028125,311.237375,145.5865,-156.24665625,-1.2029062500000123,1344.981331501423,-0.11617013009063813,-8.943665029589592e-4,10.607124999999996
RO03,WoodlandForest_prod,101.86025,112.1974921875,145.200828125,350.196125,248.335875,33.00333593749998,3576.349927085724,0.06943836035708131,0.009228217766820585,10.33724218750001
CZ03,WoodlandForest_prod,512.84690625,522.5133125,467.465625,489.56428125,-23.28262499999994,-55.047687499999995,1760.7907030680146,-0.013222823677698958,-0.03126304983555655,9.666406250000023
PL0F,WoodlandForest_multi,395.1871875,404.6300625,451.59796875,0,-395.1871875,46.96790625,2982.9177194900753,-0.1324834355697738,0.015745625815662485,9.442875000000015
GR23,Cropland_high,169.48192645722617,178.67001073328817,169.76331440343932,157.81880484455863,-11.663121612667538,-8.906696329848842,1136.8298210372668,-0.010259338202463643,-0.00783467865200984,9.188084276062
NL41,Cropland_high,60.023348832138,69.20213143913911,45.6866385631274,43.201213085577,-16.822135746560996,-23.515492876011706,506.88136571333945,-0.033187520560924604,-0.04639249825828201,9.17878260700111
IT11,Cropland_high,763.4642933115463,772.5570514864693,744.7313811751903,740.6058436104394,-22.858449701106906,-27.82567031127894,2547.1806547030765,-0.008974019828119142,-0.010924105543869468,9.092758174923006
PL06,WoodlandForest_multi,250.760359375,259.787015625,279.17703125,0,-250.760359375,19.390015625000046,1513.6597941935831,-0.16566494025732845,0.01281002223840547,9.026656249999974
PL0E,WoodlandForest_multi,86.9440703125,95.705046875,97.3015859375,35.35946484375,-51.584605468750006,1.5965390624999998,2409.248784461906,-0.021411074606091866,6.62670900903486e-4,8.760976562499991
HU03,WoodlandForest_prod,280.57184375,288.66978125,294.70346875,303.045125,22.473281249999957,6.033687499999985,1124.875008221042,0.019978469683970324,0.005363873724550153,8.0979375
UKF3,Pasture_low,0.190946215815441,7.94299509385194,11.621934707574,14.9462690841785,14.75532286836306,3.6789396137220605,607.4201049061585,0.024291792038465106,0.006056664216424689,7.752048878036499
PL0G,WoodlandForest_multi,61.015703125,68.6576328125,84.3650234375,2.81510546875,-58.200597656250004,15.707390625000002,2242.9395238159605,-0.025948357964298608,0.007003037958989053,7.641929687499996
BG06,WoodlandForest_prod,419.35378125,426.92371875,439.7551875,502.55834375,83.20456250000001,12.831468749999999,1479.8006681311717,0.05622687182935143,0.008671079170551231,7.5699374999999804
CZ07,WoodlandForest_multi,41.36201953125,48.829375,110.46178125,71.160609375,29.79858984375001,61.63240625,910.4223281382075,0.03273051299684997,0.06769650122272028,7.46735546875
RO06,WoodlandForest_multi,805.2150625,812.072625,768.528625,662.298375,-142.91668750000008,-43.54399999999998,3445.6408564121775,-0.041477534501031574,-0.012637416902857598,6.857562499999972
IT33,WoodlandForest_prod,31.386236328125,37.6970390625,33.23265625,31.386236328125,0,-4.4643828124999985,785.6040488738943,0,-0.00568273905779809,6.310802734374995
DE24,Cropland_med,8.832140446604704,14.482045955921233,0,88.44705814831083,79.61491770170613,-14.482045955921233,723.8156913727909,0.10999335694243967,-0.020007919320531094,5.649905509316529
IE01,Pasture_high,436.431087200703,441.709958574082,469.214944443323,465.785122668558,29.354035467855,27.50498586924101,3514.2014394105945,0.008352974629928525,0.00782680968733943,5.2788713733789905
BE23,Cropland_high,83.28111138689536,88.51325188728796,90.88910592111264,88.69035720670506,5.409245819809698,2.3758540338246803,305.13271235703496,0.017727518554222905,0.007786297363767081,5.232140500392603
UKE4,Cropland_high,51.32981321909231,56.49593532161867,68.16829239261364,66.19223218482001,14.862418965727706,11.67235707099497,208.89054425221948,0.07114931419673291,0.05587786231674271,5.166122102526359
PL0D,WoodlandForest_multi,191.376421875,196.495171875,200.49321875,0,-191.376421875,3.998046875,1171.4450901206876,-0.1633678125325392,0.003412918717844558,5.118750000000006
SE0A,Cropland_high,220.06224233652964,225.13673353908794,174.30149331357734,201.54390215476033,-18.518340181769304,-50.8352402255106,3091.141784744692,-0.005990776700428446,-0.016445457298785555,5.074491202558306
FR41,WoodlandForest_multi,767.339375,772.3644375,329.2758125,9.638146484375,-757.701228515625,-443.08862500000004,2389.7911035266357,-0.3170575149424059,-0.18540893567899314,5.02506249999999
DE14,Cropland_med,159.05502021593267,163.78865321617465,0,0,-159.05502021593267,-163.78865321617465,894.6096752230849,-0.17779264479368595,-0.1830839278318015,4.73363300024198
UKK4,WoodlandForest_multi,23.964943359375,28.35814453125,4.088900390625,2.27106494140625,-21.693878417968747,-24.269244140625002,701.0094127803728,-0.03094662927837956,-0.03462042548668114,4.393201171875003
CZ08,WoodlandForest_multi,0.4755206298828125,4.72917041015625,36.0260546875,35.5223984375,35.046877807617186,31.29688427734375,556.954219232815,0.06292595800044937,0.05619292070442363,4.253649780273438
AT12,Pasture_high,88.5852840149277,92.7920237721399,92.7920237721399,88.5852840149277,0,0,1918.0527144334822,0,0,4.206739757212205
FI17,WoodlandForest_multi,9.7838486328125,13.8130810546875,471.2156875,0,-9.7838486328125,457.40260644531253,5775.77289549178,-0.001693946214618165,0.0791933157209719,4.029232421874999
DE73,Pasture_high,111.687420864083,115.71136703621,148.957396287938,111.687420864083,0,33.24602925172799,831.7055486161618,0,0.03997331664679236,4.023946172127012
SK04,WoodlandForest_multi,181.579171875,185.576609375,186.7568125,0,-181.579171875,1.1802031249999914,1581.259913223724,-0.11483195795738188,7.463688386268543e-4,3.997437500000018
FR51,Pasture_low,43.1058870300133,46.9573503420116,47.7484398711416,43.1058870300133,0,0.791089529129998,3349.361671708422,0,2.3619113331719828e-4,3.8514633119983017
ES51,Pasture_low,444.302132531118,448.041070656423,460.371818026138,441.091986376143,-3.210146154975007,12.33074736971497,3309.246875334552,-9.700533915743212e-4,0.003726149131278814,3.738938125305026
DE73,WoodlandForest_prod,104.3119375,107.6656875,93.7560390625,333.12940625,228.81746875,-13.90964843750001,831.7055486161618,0.2751183626593802,-0.01672424629202446,3.353750000000005
CZ06,WoodlandForest_multi,76.973984375,80.243421875,269.55834375,227.316765625,150.34278124999997,189.314921875,1396.9841556837123,0.10761953214595993,0.13551687118623437,3.269437499999995
HU06,WoodlandForest_prod,130.483265625,133.620109375,146.7601875,187.886015625,57.40275,13.140078125000002,1768.9310705372216,0.032450529563351996,0.0074282589886384785,3.136843749999997
UKN0,WoodlandForest_multi,43.9389609375,47.00290625,12.2213876953125,0.2137191619873047,-43.72524177551269,-34.7815185546875,1442.2480253351139,-0.030317421835507733,-0.024116183862762323,3.063945312500003
RO07,Cropland_med,571.5834433044639,574.629762797842,46.725419180922664,46.725419180922664,-524.8580241235412,-527.9043436169193,3426.4632157649967,-0.1531777786811468,-0.15406683521015377,3.046319493378064
AT22,Cropland_med,153.89006280461132,156.80455508897032,185.82028792475134,175.63256996226133,21.74250715765001,29.015732835781023,1639.980177037611,0.013257786564789296,0.01769273387693855,2.9144922843589995
GR23,Cropland_med,106.57765019834383,109.42839226928213,143.84857292633362,144.46358107512347,37.88593087677964,34.42018065705149,1136.8298210372668,0.03332594745114246,0.030277337927013395,2.8507420709382956
UKJ1,WoodlandForest_multi,29.84661328125,32.686107421875,18.48846875,0,-29.84661328125,-14.197638671875001,590.0699765161653,-0.050581480958356025,-0.0240609406289392,2.839494140625
FR21,Pasture_high,172.238392036424,174.903639493798,288.929351571565,308.962156074747,136.723764038323,114.025712077767,2607.6477358568945,0.05243183814986975,0.04372742165662848,2.665247457374022
RO02,WoodlandForest_prod,1.6228470458984374,4.26575830078125,19.2193984375,158.104921875,156.48207482910158,14.95364013671875,3603.928628474596,0.04341985953682285,0.004149260897835274,2.6429112548828124
IT91,Cropland_high,739.351269914606,741.9281880117879,758.772152862811,755.464587142832,16.113317228226038,16.843964851023088,1935.7279543015661,0.008324164143220176,0.008701617814420928,2.576918097181988
UKL1,WoodlandForest_multi,10.2959755859375,12.5940205078125,0.4418043212890625,0.14640145874023439,-10.149574127197265,-12.152216186523438,1368.5070267974706,-0.007416530517164331,-0.00887990777435875,2.2980449218750003
GR42,WoodlandForest_multi,12.044083984375,14.247583984375,16.120296875,0.6671122436523438,-11.376971740722656,1.8727128906250012,545.1934119115807,-0.020867771862525312,0.0034349514313806806,2.2035
HU02,WoodlandForest_prod,46.08873828125,48.1356015625,51.26702734375,197.194484375,151.10574609374999,3.1314257812500017,1079.6311297118266,0.13996053090288615,0.002900458957760728,2.0468632812499976
IT51,Pasture_low,157.499070330357,159.541777831342,146.107559413458,146.12396170306,-11.37510862729701,-13.434218417883983,2301.8492169369456,-0.00494172621890229,-0.005836272123749618,2.0427075009849887
EE00,WoodlandForest_prod,1394.95625,1396.998875,1340.41325,1464.735625,69.77937500000007,-56.585624999999936,4569.753487888739,0.01526983352273531,-0.012382642772738038,2.0426250000000437
BG05,WoodlandForest_multi,318.25915625,320.2866875,367.06025,162.912,-155.34715624999998,46.77356249999997,2793.3295197068187,-0.05561361635067848,0.016744734973090182,2.027531250000038
UKK3,WoodlandForest_multi,13.598162109375,15.6053779296875,5.5381875,2.45551806640625,-11.142644042968751,-10.0671904296875,374.5623884740685,-0.02974843280010794,-0.026877205879373728,2.0072158203124992
RO04,WoodlandForest_prod,165.251265625,167.254875,174.674671875,335.57446875,170.323203125,7.419796875000003,2926.5122766330373,0.058200064453841086,0.002535371860300721,2.0036093749999964
UKJ4,Pasture_low,30.1498165844339,32.0752541400026,32.0752541400026,33.4002773382732,3.250460753839299,0,385.27387546819983,0.008436753594801132,0,1.9254375555686991
SK02,WoodlandForest_multi,193.589875,195.5031875,199.779609375,78.5831875,-115.00668750000001,4.276421875000011,1499.384881405439,-0.07670257912177907,0.0028521175103429974,1.9133124999999893
UKJ4,Pasture_high,29.1163908889894,30.9717569272156,30.9717569272156,32.2485591973401,3.1321683083506997,0,385.27387546819983,0.008129718903323944,0,1.855366038226201
PL0A,Cropland_high,825.5907036785861,827.4366486477061,815.2874884765279,813.4415435074088,-12.1491601711773,-12.14916017117821,2030.62918563031,-0.005982953587563149,-0.005982953587563598,1.8459449691199552
FR42,WoodlandForest_prod,168.783640625,170.54740625,378.6164375,383.84896875,215.06532812499998,208.06903125000002,838.7235699346882,0.2564197976953804,0.24807819728519429,1.7637656249999907
GR12,WoodlandForest_multi,324.640625,326.1699375,339.08471875,56.3251796875,-268.3154453125,12.914781249999976,1903.6935916133898,-0.14094465963143854,0.0067840650968702555,1.5293125000000032
CZ04,WoodlandForest_prod,173.214265625,174.7146875,107.8020234375,238.645203125,65.4309375,-66.9126640625,863.4116234950326,0.07578185852437327,-0.07749798849318475,1.5004218750000007
RO08,WoodlandForest_prod,0,1.3847900390625,2.892991455078125,7.23653759765625,7.23653759765625,1.5082014160156247,185.71475630262208,0.03896587294261268,0.00812106396951038,1.3847900390625
UKJ2,Pasture_high,14.7801830129079,16.0953682149671,18.5192635724623,14.7337464271678,-0.0464365857400999,2.4238953574952014,557.9324758864632,-8.322975941904041e-5,0.004344424213062754,1.3151852020591992
IE02,Pasture_high,961.649028723732,962.960786537887,842.587437347687,850.996771884727,-110.65225683900508,-120.37334919019997,3922.6079055417385,-0.028208849699884356,-0.0306870714812307,1.3117578141549302
IE01,WoodlandForest_prod,173.197984375,174.444171875,232.1713125,258.0693125,84.87132812500002,57.727140625000004,3514.2014394105945,0.024150957077530174,0.016426816054882176,1.2461874999999907
AT21,Cropland_med,41.39376833136573,42.61049788253613,20.53510920207481,42.43284576767173,1.0390774363060018,-22.07538868046132,953.8087941818467,0.0010893980456505399,-0.023144459156928865,1.2167295511704026
SE0A,WoodlandForest_multi,4.75242041015625,5.9125947265625,5.911890625,0,-4.75242041015625,-7.041015625004476e-4,3091.141784744692,-0.0015374320367995571,-2.277804162770236e-7,1.1601743164062501
FR30,Cropland_high,827.3296234545443,828.4765657686063,842.3260169601443,843.4036559620004,16.07403250745608,13.849451191538037,1266.973536451682,0.01268695205147964,0.010931129019730876,1.1469423140620165
IT93,Cropland_high,224.7862801484277,225.8627173604669,220.9841367812391,220.9841367812391,-3.8021433671885916,-4.878580579227787,1506.4362380980074,-0.0025239324911548147,-0.003238491252299781,1.0764372120391954
BE32,WoodlandForest_multi,35.252703125,36.29098828125,35.18119140625,0,-35.252703125,-1.1097968750000007,386.66980463171785,-0.09117004406014144,-0.0028701410394768798,1.038285156250005
AT12,Pasture_low,24.2714261363339,25.2688438292088,25.2688438292088,24.2714261363339,0,0,1918.0527144334822,0,0,0.997417692874901
DE73,Cropland_high,194.43556183325597,195.41745518736798,253.132011743579,251.85555038323199,57.41998854997601,57.71455655621102,831.7055486161618,0.06903884270763205,0.06939301613682838,0.9818933541120032
BE21,Cropland_high,60.73763552179096,61.69428506122457,55.15148758136196,51.942380771854666,-8.795254749936298,-6.542797479862607,290.8212647301364,-0.030242818585146217,-0.02249765843613226,0.9566495394336059
PL03,Pasture_low,50.4269333706478,51.3685444746985,43.3496578182675,9.81692034866573,-40.61001302198207,-8.018886656431,2528.011197930283,-0.016064016273041052,-0.0031720138989084273,0.9416111040507005
HU04,WoodlandForest_prod,249.105734375,250.017546875,284.38275,292.35890625,43.25317187500002,34.365203124999994,1397.6440881441004,0.030947200536894138,0.024587950120143077,0.9118124999999964
SE0A,Pasture_low,69.9773791721356,70.8265004726269,76.8016398662087,77.5520607821433,7.574681610007701,5.975139393581799,3091.141784744692,0.002450447807793883,0.0019329878115168068,0.849121300491305
SE04,Cropland_high,294.9912400770187,295.8090198061747,343.8041367141168,343.3955115646448,48.40427148762609,47.99511690794208,1436.8032329931045,0.03368886593245743,0.03340409863079172,0.8177797291560296
SE0A,Pasture_high,64.0817653922288,64.8049603595315,69.8939750101714,70.5331070510807,6.451341658851902,5.089014650639896,3091.141784744692,0.0020870416525991674,0.0016463219758326988,0.7231949673027032
FR71,Pasture_low,21.6308044430718,22.2478869317558,14.8257800567548,21.6158908579828,-0.01491358508899765,-7.422106875001001,4533.084187801584,-3.2899422272213102e-6,-0.0016373194424612065,0.6170824886840016
UKH2,WoodlandForest_multi,13.8044404296875,14.4120283203125,4.28101025390625,0,-13.8044404296875,-10.131018066406249,297.43795519278075,-0.04641115966770388,-0.03406094578561755,0.6075878906250001
BE23,WoodlandForest_multi,0,0.596014404296875,0,0,0,-0.596014404296875,305.13271235703496,0,-0.0019532956650006117,0.596014404296875
CZ05,WoodlandForest_prod,287.8633125,288.44959375,129.9964296875,228.9933125,-58.870000000000005,-158.4531640625,1245.4065254176817,-0.04726970575351395,-0.12723007373785708,0.5862812500000132
AT21,Pasture_low,69.2803640717893,69.8353060649359,69.8353060649359,69.2803640717893,0,0,953.8087941818467,0,0,0.5549419931466133
FR71,Pasture_high,17.8019838872503,18.3362178557227,11.9085890517154,17.7870703021613,-0.014913585089001202,-6.427628804007302,4533.084187801584,-3.289942227222094e-6,-0.001417937222808235,0.5342339684723996
GR13,Cropland_high,172.91490488348393,173.43284263874975,182.30715252525243,180.27442793816485,7.3595230546809205,8.874309886502687,952.3119387925274,0.007728059215567895,0.009318700653647967,0.5179377552658195
DE24,WoodlandForest_prod,61.14680078125,61.65539453125,0,245.700328125,184.55352734375,-61.65539453125,723.8156913727909,0.25497309542119106,-0.08518106925025928,0.5085937500000028
BG01,WoodlandForest_prod,0.10746311187744141,0.6134691162109375,3.4389208984375,0.5608137817382812,0.45335066986083983,2.8254517822265623,1077.3579891904337,4.207985408838005e-4,0.002622574678589157,0.5060060043334961
FR21,Pasture_low,31.9716422400743,32.474589345997,53.9918791314643,57.7721814146598,25.8005391745855,21.517289785467298,2607.6477358568945,0.009894181188590348,0.00825160909949232,0.5029471059227042
RO05,Cropland_high,1076.4447587271725,1076.9102877588246,1088.8323999379907,1058.9798143429837,-17.46494438418881,11.922112179166106,3214.445528274995,-0.005433268111269325,0.003708917159832541,0.4655290316520677
