PUID,WoodlandForest,HeathlandShrub,Grassland,Pasture,SparseVeg,Cropland,Urban,Wetlands,RiversLakes,MarineTransitional,area,Status
2969,497.11737060546875,0,0,0,0,0,0,996.08172607421875,114,0,1e+08,N2K
2970,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2971,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2972,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2973,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2974,534.681396484375,0,0,0,0,0,0,592.72564697265625,0,0,1e+08,N2K
2975,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2976,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2977,305.0831298828125,0,0,0,0,0,0,806.17816162109375,0,0,1e+08,N2K
2978,440.86822509765625,0,0,0,0,0,0,305.5165710449219,0,0,1e+08,N2K
2979,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2980,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2981,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2982,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2983,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2984,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2985,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2986,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2987,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2988,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2989,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2990,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2991,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2992,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2993,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2994,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2995,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2996,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2997,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2998,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2999,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3000,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3001,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3002,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3003,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3004,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3005,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3006,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3007,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3008,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3009,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3010,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3011,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3012,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3013,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3014,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3015,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3016,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3017,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3018,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3019,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3020,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3021,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3022,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3023,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3024,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3025,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3026,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3027,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3028,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3029,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3030,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3031,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3032,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3033,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3034,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3035,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3036,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3037,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3038,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3039,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3040,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3041,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3042,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3043,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3044,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3045,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3046,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3047,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3048,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3049,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3050,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3051,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3052,0,2,1.5265498161315918,0,12.526549339294434,0,0,6,13.159297943115234,0,1e+08,N2K
3053,0,72.0531005859375,35,0,78.717681884765625,0,0,0,64,0,1e+08,N2K
3054,0,6.420351028442383,1,0,129.52655029296875,0,0,0,52.29420471191406,0,1e+08,N2K
3055,43.47344970703125,12,3.526549816131592,0,69.282318115234375,0,0,0,34.70579528808594,0,1e+08,N2K
3056,68.52655029296875,9,1,0,3,0,0,63.52655029296875,88.63275146484375,0,1e+08,N2K
3057,1,40.47344970703125,7,0,0,0,0,3,0,0,1e+08,N2K
3058,2,117.10616302490234,3,0,1,0,0,1,0,0,1e+08,N2K
3059,246.21495056152344,375.24432373046875,0,0,0,0,0,9.526549339294434,22.294204711914062,0,1e+08,N2K
3060,3852.71630859375,4052.671630859375,0,0,0,0,0,1061.8507080078125,420.8119812011719,0,1e+08,N2K
3061,1968.0067138671875,1366.239013671875,0,0,0,0,0,826.03863525390625,33,0,1e+08,N2K
3062,306.00445556640625,0,0,0,0,0,0,27,469.36663818359375,0,1e+08,N2K
3063,291.6247253417969,0,0,0,0,0,32,31,1797.46044921875,0,1e+08,N2K
3064,1000.1991577148438,0,0,0,0,0,6,137.52029418945312,2594.6962890625,0,1e+08,N2K
3065,994.27789306640625,0,0,0,0,0,0,102.84695434570312,78.635833740234375,0,1e+08,N2K
3066,136.8057403564453,0,0,0,0,0,0,42,140.08493041992188,0,1e+08,N2K
3067,860.37225341796875,0,0,0,0,0,0,403.355224609375,269.7176818847656,0,1e+08,N2K
3068,1531.8087158203125,0,0,0,0,0,0,2772.744873046875,185.56463623046875,0,1e+08,N2K
3069,747.78759765625,0,0,0,0,0,0,749.616943359375,58,0,1e+08,N2K
3070,81.9468994140625,0,0,3,0,0,0,140.66458129882812,900.66461181640625,0,1e+08,N2K
3071,55,0,0,2,0,0,2,48.89692687988281,144.1411590576172,0,1e+08,N2K
3072,108.88006591796875,0,0,0,0,0,0,24,62.66770935058594,0,1e+08,N2K
3073,16.01373291015625,0,0,0,0,0,0,19,0,0,1e+08,N2K
3074,239.63719177246094,0,0,0,0,0,0,15,141,0,1e+08,N2K
3075,12,0,0,0,0,0,0,9,6.473450183868408,0,1e+08,N2K
3076,10,0,0,0,0,0,0,2,71.52655029296875,0,1e+08,N2K
3077,27,0,0,0,0,0,0,0,34,0,1e+08,N2K
3078,5,0,0,0,0,0,0.858841061592102,0,60.57155227661133,0,1e+08,N2K
3079,4498.45849609375,8.420351028442383,0,0,896.5220947265625,0,2.1411588191986084,939.043701171875,89.90190124511719,0,1e+08,N2K
3080,1143.8336181640625,0,0,0,0,0,0,593.6907958984375,0,0,1e+08,N2K
3081,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3082,180,0,0,0,0,0,0,952.62384033203125,122,0,1e+08,N2K
3083,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3084,78.26549530029297,0,0,0,0,0,0,177.34487915039062,0,0,1e+08,N2K
3085,144,0,0,0,0,0,0,685.2347412109375,245,0,1e+08,N2K
3086,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3087,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3088,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3089,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3090,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3091,96.723358154296875,0,0,0,16.8707275390625,0,0,0,0,0,1e+08,N2K
3092,904.8076171875,0,0,0,67.1292724609375,0,0,73,0,0,1e+08,N2K
3093,440.1730041503906,0,0,0,0,0,0,2118.80029296875,2,0,1e+08,N2K
3094,968.5084228515625,0,0,0,0,0,0,3194.412109375,3,0,1e+08,N2K
3095,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3096,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3097,13,0,0,0,0,0,0,8,55,0,1e+08,N2K
3098,753,0,0,0,0,0,0,219.2168426513672,75,0,1e+08,N2K
3099,11.6327486038208,0,0,0,0,0,0,0.5265496373176575,0,0,1e+08,N2K
3100,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3101,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3102,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3103,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3104,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3105,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3106,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3107,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3108,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3109,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3110,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3111,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3112,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3113,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3114,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3115,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3116,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3117,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3118,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3119,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3120,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3121,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3122,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3123,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3124,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3125,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3126,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3127,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3128,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3129,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3130,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3131,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3132,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3133,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3134,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3135,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3136,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3137,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3138,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3139,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3140,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3141,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3142,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3143,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3144,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3145,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3146,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3147,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3148,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3149,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3150,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3151,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3152,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3153,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3154,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3155,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3156,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3157,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3158,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3159,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3160,0,12,6.473450183868408,0,37.33229064941406,0,0,0,44.48533630371094,0,1e+08,N2K
3161,0,168.9468994140625,93,0,47.14115905761719,0,0,36,301.46600341796875,0,1e+08,N2K
3162,0,42,3,0,56,0,0,0,27,0,1e+08,N2K
3163,11.858840942382812,22,0.473450243473053,0,27.52655029296875,0,0,16,0,0,1e+08,N2K
3164,35.47344970703125,43,3,0,1,0,0,87.04997253417969,327.5202941894531,0,1e+08,N2K
3165,78,25,0,1,0,2,0,7.423476696014404,1794.58837890625,0,1e+08,N2K
3166,56,43,0,0,0,0,0,4.8588409423828125,1086.69384765625,0,1e+08,N2K
3167,487.93011474609375,58.44725036621094,0,0,0,0,0,21.614608764648438,782.30609130859375,0,1e+08,N2K
3168,3160.385498046875,1729.5438232421875,0,0,0,1,0,210.2623748779297,1631.6446533203125,0,1e+08,N2K
3169,112.56903839111328,92.89824676513672,0,0,0,0,0.5265496373176575,91.74207305908203,400.67144775390625,0,1e+08,N2K
3170,1305.123046875,61,0,0,0,0,0,311.1530456542969,99.717681884765625,0,1e+08,N2K
3171,3387.19287109375,0,0,0,0,0,0,1307.6707763671875,240.49026489257812,0,1e+08,N2K
3172,272.4715576171875,0,0,0,0,0,0,265.5478210449219,87.3853530883789,0,1e+08,N2K
3173,99.717681884765625,0,0,0,0,0,0,46,136.8938446044922,0,1e+08,N2K
3174,121.91194152832031,0,0,0,0,0,0,67.52655029296875,356.8707275390625,0,1e+08,N2K
3175,106.75576782226562,0,0,0,0,0,0,105.71768188476562,512.64215087890625,0,1e+08,N2K
3176,89.38539123535156,0,0,4,0,0,10,37.91506576538086,479.8769836425781,0,1e+08,N2K
3177,67.808868408203125,0,0,0,0,2,0,30.946901321411133,255.91506958007812,0,1e+08,N2K
3178,20.45222282409668,0,0,0,0,0,0,68.0531005859375,145,0,1e+08,N2K
3179,35.07432556152344,0,0,0,0,0,0,61,118.71768188476562,0,1e+08,N2K
3180,118.47344970703125,0,0,0,0,0,0,31,137.80886840820312,0,1e+08,N2K
3181,19.106199264526367,0,0,0,0,0,0,16,41,0,1e+08,N2K
3182,533.83624267578125,0,0,0,0,0,0,22,0,0,1e+08,N2K
3183,26,0,0,0,0,0,0,16,0,0,1e+08,N2K
3184,23.858840942382812,0,0,0,0,3,0,7,136.54156494140625,0,1e+08,N2K
3185,20,0,0,0,0,0,0,9,130.56463623046875,0,1e+08,N2K
3186,489.66412353515625,0,0,0,0,0,0.5265496373176575,30.576522827148438,3.435364246368408,0,1e+08,N2K
3187,291.3797302246094,0,0,0,0,0,3,46.282318115234375,277.1530456542969,0,1e+08,N2K
3188,21,0,0,0,0,0,0,80.14115905761719,83.411590576171875,0,1e+08,N2K
3189,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3190,28.52655029296875,0,0,0,0,5,1,0,146.9468994140625,0,1e+08,N2K
3191,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3192,861.07623291015625,0,0,0,0,0,0,1402.7977294921875,52,0,1e+08,N2K
3193,3268.246826171875,0,0,0,0,0,0,2340.4677734375,0,0,1e+08,N2K
3194,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3195,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3196,284.7795715332031,0,0,0,0,0,0,35.159297943115234,0,0,1e+08,N2K
3197,38.80451202392578,0,0,0,0,0,0,14.845145225524902,0,0,1e+08,N2K
3198,37.85884094238281,0,0,0,0,0,0,214.44725036621094,0,0,1e+08,N2K
3199,612.7833251953125,0,0,0,12.43536376953125,0,0,520.552734375,0,0,1e+08,N2K
3200,780.82684326171875,0,0,0,49.56463623046875,0,0,0,0,0,1e+08,N2K
3201,159.79640197753906,0,0,0,0,0,0,677.4129638671875,0,0,1e+08,N2K
3202,655.7388916015625,0,0,0,0,0,0,3019.94921875,0,0,1e+08,N2K
3203,1170.703369140625,0,0,0,0,0,0,933.55712890625,13,0,1e+08,N2K
3204,104.02677917480469,0,0,0,0,0,0,68.182373046875,0,0,1e+08,N2K
3205,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3206,1006.777099609375,0,0,0,0,0,0,1630.8782958984375,0,0,1e+08,N2K
3207,3331.056884765625,0,0,0,0,0,0,4674.5576171875,0,0,1e+08,N2K
3208,719.27667236328125,0,0,0,0,0,0,419.4665832519531,0,0,1e+08,N2K
3209,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3210,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3211,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3212,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3213,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3214,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3215,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3216,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3217,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3218,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3219,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3220,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3221,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3222,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3223,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3224,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3225,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3226,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3227,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3228,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3229,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3230,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3231,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3232,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3233,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3234,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3235,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3236,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3237,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3238,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3239,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3240,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3241,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3242,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3243,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3244,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3245,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3246,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3247,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3248,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3249,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3250,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3251,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3252,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3253,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3254,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3255,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3256,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3257,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3258,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3259,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3260,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3261,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3262,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3263,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3264,25.106199264526367,545.27435302734375,509.11065673828125,0,170.5353546142578,0,0,0,621.79205322265625,0,1e+08,N2K
3265,0,109.78266906738281,44.065025329589844,0,1591.62744140625,0,0,0,23.367252349853516,0,1e+08,N2K
3266,0,462.1455993652344,232.3111114501953,0,284.1736145019531,0,0,50,566.04864501953125,0,1e+08,N2K
3267,8.212396621704102,99.65582275390625,6.8588409423828125,0,11.049973487854004,0,0,0,317.89825439453125,0,1e+08,N2K
3268,2,149.0531005859375,23.141159057617188,0,22.755767822265625,0,0,0,90.8707275390625,0,1e+08,N2K
3269,0,58.0531005859375,1,0,15.141159057617188,0,0,37.579647064208984,205.70892333984375,0,1e+08,N2K
3270,4.8588409423828125,130.71768188476562,0,0,4,0,0,0,0,0,1e+08,N2K
3271,27.141159057617188,96.861968994140625,0,0,0,0,0,27.91193962097168,27,0,1e+08,N2K
3272,14.858840942382812,92.49159240722656,0,0,0,0,0,26.141159057617188,507.5765380859375,0,1e+08,N2K
3273,2682.27734375,454.87567138671875,0,0,0,0,0,1149.526611328125,55.68452835083008,0,1e+08,N2K
3274,4930.56591796875,2130.126953125,0,0,0,0,1.4734504222869873,2371.01123046875,271.5751953125,0,1e+08,N2K
3275,5173.44287109375,1145.5040283203125,0,0,0,0,0,2554.400634765625,35.79204559326172,0,1e+08,N2K
3276,4780.75,285.3354187011719,0,0,0,0,0,1141.2698974609375,150.22608947753906,0,1e+08,N2K
3277,6901.8359375,127.56463623046875,0,0,0,0,0,348.1460876464844,83.14115905761719,0,1e+08,N2K
3278,133.8588409423828,0,0,5,0,0,2,35.85884094238281,122.78760528564453,0,1e+08,N2K
3279,45.229217529296875,0,0,0,0,0,0,73.808868408203125,254.68272399902344,0,1e+08,N2K
3280,46,0,0,0,0,0,0,101.39727783203125,203.05178833007812,0,1e+08,N2K
3281,41.33229064941406,0,0,0,0,0,0,113.969970703125,161.8406982421875,0,1e+08,N2K
3282,90,0,0,0,0,0,0,57,599.9794921875,0,1e+08,N2K
3283,86.4066162109375,0,0,0,0,0,0,61.47344970703125,382.0536804199219,0,1e+08,N2K
3284,76.78763580322266,0,0,0,0,0,0,18,155.75889587402344,0,1e+08,N2K
3285,80.29420471191406,0,0,0,0,0,1,19.52655029296875,119.66458129882812,0,1e+08,N2K
3286,159.7071075439453,0,0,0,0,1,0,266.864501953125,9.335416793823242,0,1e+08,N2K
3287,214.63587951660156,0,0,0,0,0,0,439.7240295410156,0,0,1e+08,N2K
3288,37,0,0,0,0,0,0,10,0,0,1e+08,N2K
3289,32.38539123535156,0,0,0,0,1,1,2.3853907585144043,267.9468994140625,0,1e+08,N2K
3290,31.141159057617188,0,0,0,0,6,0,19.194257736206055,160.63275146484375,0,1e+08,N2K
3291,1043.395263671875,0,0,0,0,0,28.47344970703125,14,0,0,1e+08,N2K
3292,163.28164672851562,0,0,0,0,6,0,432.8540344238281,111,0,1e+08,N2K
3293,4,0,0,0,0,0,0,0,46,0,1e+08,N2K
3294,1.858841061592102,0,0,0,0,0,0,6.5584211349487305,0,0,1e+08,N2K
3295,38.61460876464844,0,0,0,0,2,0,0.07432717829942703,130.52655029296875,0,1e+08,N2K
3296,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3297,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3298,975.41143798828125,0,0,0,0,0,0,438.15484619140625,0,0,1e+08,N2K
3299,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3300,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3301,553.13616943359375,0,0,0,0,0,0,570.21673583984375,124.57652282714844,0,1e+08,N2K
3302,724.1248779296875,0,0,0,0,0,0,640.885009765625,61.42347717285156,0,1e+08,N2K
3303,89.01188659667969,0,0,0,0,0,0,0,0,0,1e+08,N2K
3304,1352.2650146484375,12,0,0,282,0,0,186.8451385498047,0,0,1e+08,N2K
3305,203.10809326171875,0,0,0,0,0,0,0,3,0,1e+08,N2K
3306,84.98313903808594,0,0,0,0,0,0,721.87017822265625,0,0,1e+08,N2K
3307,616.434814453125,0,0,0,0,0,0,1489.6494140625,82.48846435546875,0,1e+08,N2K
3308,2624.124267578125,0,0,0,0,0,0,1918.1842041015625,31.56463623046875,0,1e+08,N2K
3309,375.03741455078125,0,0,0,0,0,0,149.81820678710938,0,0,1e+08,N2K
3310,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3311,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3312,157.992431640625,0,0,0,0,0,0,166.73878479003906,0,0,1e+08,N2K
3313,152.26417541503906,0,0,0,0,0,0,253.61514282226562,0,0,1e+08,N2K
3314,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3315,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3316,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3317,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3318,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3319,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3320,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3321,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3322,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3323,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3324,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3325,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3326,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3327,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3328,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3329,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3330,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3331,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3332,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3333,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3334,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3335,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3336,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3337,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3338,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3339,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3340,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3341,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3342,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3343,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
