PUID,WoodlandForest,HeathlandShrub,Grassland,Pasture,SparseVeg,Cropland,Urban,Wetlands,RiversLakes,MarineTransitional,area,Status
1,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
2,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
3,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
4,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
5,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
6,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
7,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
8,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
9,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
10,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
11,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
12,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
13,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
14,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
15,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
16,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
17,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
18,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
19,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
20,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
21,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
22,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
23,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
24,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
25,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
26,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
27,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
28,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
29,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
30,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
31,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
32,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
33,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
34,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
35,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
36,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
37,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
38,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
39,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
40,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
41,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
42,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
43,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
44,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
45,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
46,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
47,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
48,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
49,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
50,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
51,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
52,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
53,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
54,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
55,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
56,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
57,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
58,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
59,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
60,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
61,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
62,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
63,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
64,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
65,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
66,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
67,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
68,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
69,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
70,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
71,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
72,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
73,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
74,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
75,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
76,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
77,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
78,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
79,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
80,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
81,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
82,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
83,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
84,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
85,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
86,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
87,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
88,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
89,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
90,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
91,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
92,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
93,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
94,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
95,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
96,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
97,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
98,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
99,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
100,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
101,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
102,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
103,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
104,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
105,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
106,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
107,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
108,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
109,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
110,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
111,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
112,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
113,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
114,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
115,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
116,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
117,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
118,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
119,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
120,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
121,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
122,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
123,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
124,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
125,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
126,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
127,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
128,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
129,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
130,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
131,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
132,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
133,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
134,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
135,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
136,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
137,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
138,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
139,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
140,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
141,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
142,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
143,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
144,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
145,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
146,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
147,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
148,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
149,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
150,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
151,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
152,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
153,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
154,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
155,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
156,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
157,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
158,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
159,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
160,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
161,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
162,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
163,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
164,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
165,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
166,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
167,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
168,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
169,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
170,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
171,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
172,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
173,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
174,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
175,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
176,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
177,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
178,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
179,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
180,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
181,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
182,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
183,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
184,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
185,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
186,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
187,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
188,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
189,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
190,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
191,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
192,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
193,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
194,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
195,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
196,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
197,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
198,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
199,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
200,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
201,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
202,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
203,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
204,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
205,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
206,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
207,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
208,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
209,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
210,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
211,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
212,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
213,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
214,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
215,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
216,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
217,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
218,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
219,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
220,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
221,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
222,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
223,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
224,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
225,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
226,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
227,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
228,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
229,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
230,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
231,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
232,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
233,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
234,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
235,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
236,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
237,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
238,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
239,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
240,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
241,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
242,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
243,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
244,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
245,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
246,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
247,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
248,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
249,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
250,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
251,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
252,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
253,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
254,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
255,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
256,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
257,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
258,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
259,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
260,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
261,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
262,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
263,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
264,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
265,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
266,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
267,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
268,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
269,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
270,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
271,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
272,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
273,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
274,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
275,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
276,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
277,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
278,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
279,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
280,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
281,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
282,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
283,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
284,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
285,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
286,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
287,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
288,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
289,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
290,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
291,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
292,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
293,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
294,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
295,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
296,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
297,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
298,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
299,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
300,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
301,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
302,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
303,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
304,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
305,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
306,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
307,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
308,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
309,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
310,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
311,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
312,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
313,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
314,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
315,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
316,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
317,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
318,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
319,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
320,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
321,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
322,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
323,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
324,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
325,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
326,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
327,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
328,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
329,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
330,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
331,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
332,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
333,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
334,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
335,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
336,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
337,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
338,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
339,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
340,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
341,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
342,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
343,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
344,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
345,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
346,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
347,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
348,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
349,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
350,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
351,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
352,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
353,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
354,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
355,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
356,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
357,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
358,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
359,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
360,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
361,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
362,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
363,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
364,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
365,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
366,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
367,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
368,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
369,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
370,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
371,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
372,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
373,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
374,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
375,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
376,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
377,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
378,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
379,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
380,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
381,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
382,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
383,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
384,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
385,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
386,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
387,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
388,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
389,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
390,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
391,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
392,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
393,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
394,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
395,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
396,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
397,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
398,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
399,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
400,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
401,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
402,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
403,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
404,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
405,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
406,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
407,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
408,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
409,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
410,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
411,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
412,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
413,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
414,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
415,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
416,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
417,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
418,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
419,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
420,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
421,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
422,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
423,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
424,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
425,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
426,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
427,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
428,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
429,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
430,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
431,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
432,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
433,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
434,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
435,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
436,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
437,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
438,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
439,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
440,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
441,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
442,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
443,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
444,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
445,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
446,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
447,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
448,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
449,0,0,0,0,0,0,0,0,0,0,1e+08,N2K
