country,name,value
RO,WoodlandForest_prod,187.20719839914457
SE,Cropland_high,21.775581076116225
SE,Cropland_low,130.2584897064044
SE,Cropland_med,87.99309868741709
SE,Pasture_high,33.36890791472639
SE,Pasture_low,7.889459334033777
SE,WoodlandForest_multi,1229.653413331075
SE,WoodlandForest_prod,1141.1435837383478
SI,Cropland_high,1.4590356393332962
SI,Cropland_low,12.905836247684212
SI,Cropland_med,8.710121283675807
SI,Pasture_high,15.987528212008637
SI,Pasture_low,5.936005815437603
SI,WoodlandForest_multi,104.43814590892237
SI,WoodlandForest_prod,19.54566875787066
SK,Cropland_high,30.939539940822307
SK,Cropland_low,41.02721028662311
SK,Cropland_med,80.98154887690755
SK,Pasture_high,11.576567317364464
SK,Pasture_low,16.895170981143437
SK,WoodlandForest_multi,88.38011605540675
SK,WoodlandForest_prod,104.15438444456402
